date,time,price
2021-07-19,8:00 a.m.,89
2021-07-19,12:00 p.m.,85
2021-07-20,8:00 a.m.,82
2021-07-20,12:00 p.m.,77
2021-07-21,8:00 a.m.,72
2021-07-21,12:00 p.m.,68
2021-07-22,8:00 a.m.,111
2021-07-22,12:00 p.m.,165
2021-07-23,8:00 a.m.,513
2021-07-23,12:00 p.m.,179
2021-07-24,8:00 a.m.,108
2021-07-24,12:00 p.m.,88
2021-07-25,5:00 a.m.,95
2021-07-26,8:00 a.m.,102
2021-07-26,12:00 p.m.,110
2021-07-27,8:00 a.m.,124
2021-07-27,12:00 p.m.,111
2021-07-28,8:00 a.m.,65
2021-07-28,12:00 p.m.,60
2021-07-29,8:00 a.m.,54
2021-07-29,12:00 p.m.,118
2021-07-30,8:00 a.m.,114
2021-07-30,12:00 p.m.,69
2021-07-31,8:00 a.m.,61
2021-07-31,12:00 p.m.,129
2021-08-01,5:00 a.m.,91
2021-08-02,8:00 a.m.,64
2021-08-02,12:00 p.m.,59
2021-08-03,8:00 a.m.,83
2021-08-03,12:00 p.m.,56
2021-08-04,8:00 a.m.,47
2021-08-04,12:00 p.m.,41
2021-08-05,8:00 a.m.,100
2021-08-05,12:00 p.m.,111
2021-08-06,8:00 a.m.,126
2021-08-06,12:00 p.m.,114
2021-08-07,8:00 a.m.,105
2021-08-07,12:00 p.m.,88
2021-08-08,5:00 a.m.,103
2021-08-09,8:00 a.m.,141
2021-08-09,12:00 p.m.,138
2021-08-10,8:00 a.m.,102
2021-08-10,12:00 p.m.,64
2021-08-11,8:00 a.m.,60
2021-08-11,12:00 p.m.,52
2021-08-12,8:00 a.m.,123
2021-08-12,12:00 p.m.,127
2021-08-13,8:00 a.m.,136
2021-08-13,12:00 p.m.,117
2021-08-14,8:00 a.m.,75
2021-08-14,12:00 p.m.,67
2021-08-15,5:00 a.m.,101
2021-08-16,8:00 a.m.,61
2021-08-16,12:00 p.m.,56
2021-08-17,8:00 a.m.,95
2021-08-17,12:00 p.m.,126
2021-08-18,8:00 a.m.,158
2021-08-18,12:00 p.m.,169
2021-08-19,8:00 a.m.,152
2021-08-19,12:00 p.m.,54
2021-08-20,8:00 a.m.,49
2021-08-20,12:00 p.m.,45
2021-08-21,8:00 a.m.,40
2021-08-21,12:00 p.m.,37
2021-08-22,5:00 a.m.,91
2021-08-23,8:00 a.m.,78
2021-08-23,12:00 p.m.,74
2021-08-24,8:00 a.m.,71
2021-08-24,12:00 p.m.,67
2021-08-25,8:00 a.m.,64
2021-08-25,12:00 p.m.,60
2021-08-26,8:00 a.m.,57
2021-08-26,12:00 p.m.,121
2021-08-27,8:00 a.m.,167
2021-08-27,12:00 p.m.,512
2021-08-28,8:00 a.m.,173
2021-08-28,12:00 p.m.,90
2021-08-29,5:00 a.m.,105
2021-08-30,8:00 a.m.,94
2021-08-30,12:00 p.m.,89
2021-08-31,8:00 a.m.,85
2021-08-31,12:00 p.m.,140
2021-09-01,8:00 a.m.,151
2021-09-01,12:00 p.m.,276
2021-09-02,8:00 a.m.,155
2021-09-02,12:00 p.m.,116
2021-09-03,8:00 a.m.,52
2021-09-03,12:00 p.m.,76
2021-09-04,8:00 a.m.,69
2021-09-04,12:00 p.m.,60
2021-09-05,5:00 a.m.,100
2021-09-06,8:00 a.m.,81
2021-09-06,12:00 p.m.,78
2021-09-07,8:00 a.m.,74
2021-09-07,12:00 p.m.,70
2021-09-08,8:00 a.m.,65
2021-09-08,12:00 p.m.,60
2021-09-09,8:00 a.m.,56
2021-09-09,12:00 p.m.,126
2021-09-10,8:00 a.m.,109
2021-09-10,12:00 p.m.,190
2021-09-11,8:00 a.m.,195
2021-09-11,12:00 p.m.,172
2021-09-12,5:00 a.m.,91
2021-09-13,8:00 a.m.,79
2021-09-13,12:00 p.m.,76
2021-09-14,8:00 a.m.,73
2021-09-14,12:00 p.m.,69
2021-09-15,8:00 a.m.,66
2021-09-15,12:00 p.m.,63
2021-09-16,8:00 a.m.,59
2021-09-16,12:00 p.m.,56
2021-09-17,8:00 a.m.,52
2021-09-17,12:00 p.m.,49
2021-09-18,8:00 a.m.,45
2021-09-18,12:00 p.m.,42
2021-09-19,5:00 a.m.,95
2021-09-20,8:00 a.m.,84
2021-09-20,12:00 p.m.,80
2021-09-21,8:00 a.m.,76
2021-09-21,12:00 p.m.,72
2021-09-22,8:00 a.m.,88
2021-09-22,12:00 p.m.,137
2021-09-23,8:00 a.m.,208
2021-09-23,12:00 p.m.,187
2021-09-24,8:00 a.m.,131
2021-09-24,12:00 p.m.,77
2021-09-25,8:00 a.m.,66
2021-09-25,12:00 p.m.,65
2021-09-26,5:00 a.m.,106
2021-09-27,8:00 a.m.,53
2021-09-27,12:00 p.m.,49
2021-09-28,8:00 a.m.,124
2021-09-28,12:00 p.m.,119
2021-09-29,8:00 a.m.,151
2021-09-29,12:00 p.m.,203
2021-09-30,8:00 a.m.,189
2021-09-30,12:00 p.m.,52
2021-10-01,8:00 a.m.,48
2021-10-01,12:00 p.m.,44
2021-10-02,8:00 a.m.,39
2021-10-02,12:00 p.m.,36
2021-10-03,5:00 a.m.,97
2021-10-04,8:00 a.m.,85
2021-10-04,12:00 p.m.,80
2021-10-05,8:00 a.m.,76
2021-10-05,12:00 p.m.,72
2021-10-06,8:00 a.m.,68
2021-10-06,12:00 p.m.,64
2021-10-07,8:00 a.m.,91
2021-10-07,12:00 p.m.,168
2021-10-08,8:00 a.m.,437
2021-10-08,12:00 p.m.,161
2021-10-09,8:00 a.m.,111
2021-10-09,12:00 p.m.,41
2021-10-10,5:00 a.m.,94
2021-10-11,8:00 a.m.,91
2021-10-11,12:00 p.m.,109
2021-10-12,8:00 a.m.,107
2021-10-12,12:00 p.m.,97
2021-10-13,8:00 a.m.,121
2021-10-13,12:00 p.m.,57
2021-10-14,8:00 a.m.,49
2021-10-14,12:00 p.m.,40
2021-10-15,8:00 a.m.,118
2021-10-15,12:00 p.m.,67
2021-10-16,8:00 a.m.,62
2021-10-16,12:00 p.m.,123
2021-10-17,5:00 a.m.,98
2021-10-18,8:00 a.m.,113
2021-10-18,12:00 p.m.,92
2021-10-19,8:00 a.m.,102
2021-10-19,12:00 p.m.,104
2021-10-20,8:00 a.m.,105
2021-10-20,12:00 p.m.,104
2021-10-21,8:00 a.m.,70
2021-10-21,12:00 p.m.,62
2021-10-22,8:00 a.m.,52
2021-10-22,12:00 p.m.,113
2021-10-23,8:00 a.m.,64
2021-10-23,12:00 p.m.,55
2021-10-24,5:00 a.m.,105
2021-10-25,8:00 a.m.,52
2021-10-25,12:00 p.m.,48
2021-10-26,8:00 a.m.,45
2021-10-26,12:00 p.m.,40
2021-10-27,8:00 a.m.,121
2021-10-27,12:00 p.m.,145
2021-10-28,8:00 a.m.,199
2021-10-28,12:00 p.m.,202
2021-10-29,8:00 a.m.,157
2021-10-29,12:00 p.m.,81
2021-10-30,8:00 a.m.,76
2021-10-30,12:00 p.m.,72
2021-10-31,5:00 a.m.,103
2021-11-01,8:00 a.m.,91
2021-11-01,12:00 p.m.,87
2021-11-02,8:00 a.m.,82
2021-11-02,12:00 p.m.,78
2021-11-03,8:00 a.m.,73
2021-11-03,12:00 p.m.,133
2021-11-04,8:00 a.m.,206
2021-11-04,12:00 p.m.,484
2021-11-05,8:00 a.m.,156
2021-11-05,12:00 p.m.,104
2021-11-06,8:00 a.m.,53
2021-11-06,12:00 p.m.,68
2021-11-07,5:00 a.m.,92
2021-11-08,8:00 a.m.,62
2021-11-08,12:00 p.m.,52
2021-11-09,8:00 a.m.,45
2021-11-09,12:00 p.m.,122
2021-11-10,8:00 a.m.,66
2021-11-10,12:00 p.m.,55
2021-11-11,8:00 a.m.,112
2021-11-11,12:00 p.m.,95
2021-11-12,8:00 a.m.,121
2021-11-12,12:00 p.m.,114
2021-11-13,8:00 a.m.,120
2021-11-13,12:00 p.m.,97
2021-11-14,5:00 a.m.,108
2021-11-15,8:00 a.m.,61
2021-11-15,12:00 p.m.,57
2021-11-16,8:00 a.m.,54
2021-11-16,12:00 p.m.,50
2021-11-17,8:00 a.m.,46
2021-11-17,12:00 p.m.,43
2021-11-18,8:00 a.m.,125
2021-11-18,12:00 p.m.,139
2021-11-19,8:00 a.m.,166
2021-11-19,12:00 p.m.,216
2021-11-20,8:00 a.m.,177
2021-11-20,12:00 p.m.,70
2021-11-21,5:00 a.m.,108
2021-11-22,8:00 a.m.,95
2021-11-22,12:00 p.m.,90
2021-11-23,8:00 a.m.,87
2021-11-23,12:00 p.m.,84
2021-11-24,8:00 a.m.,80
2021-11-24,12:00 p.m.,76
2021-11-25,8:00 a.m.,71
2021-11-25,12:00 p.m.,67
2021-11-26,8:00 a.m.,63
2021-11-26,12:00 p.m.,58
2021-11-27,8:00 a.m.,53
2021-11-27,12:00 p.m.,49
2021-11-28,5:00 a.m.,90
2021-11-29,8:00 a.m.,78
2021-11-29,12:00 p.m.,75
2021-11-30,8:00 a.m.,71
2021-11-30,12:00 p.m.,67
2021-12-01,8:00 a.m.,63
2021-12-01,12:00 p.m.,59
2021-12-02,8:00 a.m.,102
2021-12-02,12:00 p.m.,158
2021-12-03,8:00 a.m.,267
2021-12-03,12:00 p.m.,140
2021-12-04,8:00 a.m.,87
2021-12-04,12:00 p.m.,57
2021-12-05,5:00 a.m.,91
2021-12-06,8:00 a.m.,65
2021-12-06,12:00 p.m.,61
2021-12-07,8:00 a.m.,121
2021-12-07,12:00 p.m.,99
2021-12-08,8:00 a.m.,143
2021-12-08,12:00 p.m.,150
2021-12-09,8:00 a.m.,134
2021-12-09,12:00 p.m.,55
2021-12-10,8:00 a.m.,51
2021-12-10,12:00 p.m.,48
2021-12-11,8:00 a.m.,44
2021-12-11,12:00 p.m.,40
2021-12-12,5:00 a.m.,107
2021-12-13,8:00 a.m.,78
2021-12-13,12:00 p.m.,70
2021-12-14,8:00 a.m.,62
2021-12-14,12:00 p.m.,121
2021-12-15,8:00 a.m.,70
2021-12-15,12:00 p.m.,60
2021-12-16,8:00 a.m.,98
2021-12-16,12:00 p.m.,144
2021-12-17,8:00 a.m.,136
2021-12-17,12:00 p.m.,139
2021-12-18,8:00 a.m.,124
2021-12-18,12:00 p.m.,125
2021-12-19,5:00 a.m.,98
2021-12-20,8:00 a.m.,85
2021-12-20,12:00 p.m.,80
2021-12-21,8:00 a.m.,76
2021-12-21,12:00 p.m.,71
2021-12-22,8:00 a.m.,67
2021-12-22,12:00 p.m.,63
2021-12-23,8:00 a.m.,59
2021-12-23,12:00 p.m.,56
2021-12-24,8:00 a.m.,52
2021-12-24,12:00 p.m.,49
2021-12-25,8:00 a.m.,45
2021-12-25,12:00 p.m.,41
2021-12-26,5:00 a.m.,92
2021-12-27,8:00 a.m.,82
2021-12-27,12:00 p.m.,
2021-12-28,8:00 a.m.,75
2021-12-28,12:00 p.m.,71
2021-12-29,8:00 a.m.,67
2021-12-29,12:00 p.m.,64
2021-12-30,8:00 a.m.,60
2021-12-30,12:00 p.m.,86
2021-12-31,8:00 a.m.,135
2021-12-31,12:00 p.m.,341
2022-01-01,8:00 a.m.,131
2022-01-01,12:00 p.m.,119
2022-01-02,5:00 a.m.,104
2022-01-03,8:00 a.m.,91
2022-01-03,12:00 p.m.,86
2022-01-04,8:00 a.m.,82
2022-01-04,12:00 p.m.,78
2022-01-05,8:00 a.m.,110
2022-01-05,12:00 p.m.,170
2022-01-06,8:00 a.m.,245
2022-01-06,12:00 p.m.,165
2022-01-07,8:00 a.m.,131
2022-01-07,12:00 p.m.,71
2022-01-08,8:00 a.m.,48
2022-01-08,12:00 p.m.,63
2022-01-09,5:00 a.m.,
2022-01-10,8:00 a.m.,63
2022-01-10,12:00 p.m.,123
2022-01-11,8:00 a.m.,96
2022-01-11,12:00 p.m.,149
2022-01-12,8:00 a.m.,182
2022-01-12,12:00 p.m.,152
2022-01-13,8:00 a.m.,54
2022-01-13,12:00 p.m.,50
2022-01-14,8:00 a.m.,45
2022-01-14,12:00 p.m.,41
2022-01-15,8:00 a.m.,37
2022-01-15,12:00 p.m.,33
2022-01-16,5:00 a.m.,108
2022-01-17,8:00 a.m.,92
2022-01-17,12:00 p.m.,89
2022-01-18,8:00 a.m.,83
2022-01-18,12:00 p.m.,78
2022-01-19,8:00 a.m.,74
2022-01-19,12:00 p.m.,70
2022-01-20,8:00 a.m.,64
2022-01-20,12:00 p.m.,61
2022-01-21,8:00 a.m.,57
2022-01-21,12:00 p.m.,54
2022-01-22,8:00 a.m.,47
2022-01-22,12:00 p.m.,43
2022-01-23,5:00 a.m.,103
2022-01-24,8:00 a.m.,91
2022-01-24,12:00 p.m.,87
2022-01-25,8:00 a.m.,84
2022-01-25,12:00 p.m.,79
2022-01-26,8:00 a.m.,104
2022-01-26,12:00 p.m.,194
2022-01-27,8:00 a.m.,335
2022-01-27,12:00 p.m.,184
2022-01-28,8:00 a.m.,120
2022-01-28,12:00 p.m.,67
2022-01-29,8:00 a.m.,88
2022-01-29,12:00 p.m.,87
2022-01-30,5:00 a.m.,97
2022-01-31,8:00 a.m.,98
2022-01-31,12:00 p.m.,64
2022-02-01,8:00 a.m.,55
2022-02-01,12:00 p.m.,48
2022-02-02,8:00 a.m.,123
2022-02-02,12:00 p.m.,127
2022-02-03,8:00 a.m.,91
2022-02-03,12:00 p.m.,131
2022-02-04,8:00 a.m.,68
2022-02-04,12:00 p.m.,63
2022-02-05,8:00 a.m.,133
2022-02-05,12:00 p.m.,98
2022-02-06,5:00 a.m.,94
2022-02-07,8:00 a.m.,
2022-02-07,12:00 p.m.,77
2022-02-08,8:00 a.m.,72
2022-02-08,12:00 p.m.,69
2022-02-09,8:00 a.m.,65
2022-02-09,12:00 p.m.,60
2022-02-10,8:00 a.m.,57
2022-02-10,12:00 p.m.,53
2022-02-11,8:00 a.m.,49
2022-02-11,12:00 p.m.,45
2022-02-12,8:00 a.m.,41
2022-02-12,12:00 p.m.,38
2022-02-13,5:00 a.m.,98
2022-02-14,8:00 a.m.,87
2022-02-14,12:00 p.m.,83
2022-02-15,8:00 a.m.,89
2022-02-15,12:00 p.m.,175
2022-02-16,8:00 a.m.,446
2022-02-16,12:00 p.m.,146
2022-02-17,8:00 a.m.,114
2022-02-17,12:00 p.m.,56
2022-02-18,8:00 a.m.,53
2022-02-18,12:00 p.m.,79
2022-02-19,8:00 a.m.,62
2022-02-19,12:00 p.m.,61
2022-02-20,5:00 a.m.,109
2022-02-21,8:00 a.m.,71
2022-02-21,12:00 p.m.,63
2022-02-22,8:00 a.m.,58
2022-02-22,12:00 p.m.,150
2022-02-23,8:00 a.m.,85
2022-02-23,12:00 p.m.,78
2022-02-24,8:00 a.m.,145
2022-02-24,12:00 p.m.,121
2022-02-25,8:00 a.m.,121
2022-02-25,12:00 p.m.,146
2022-02-26,8:00 a.m.,147
2022-02-26,12:00 p.m.,152
2022-02-27,5:00 a.m.,102
2022-02-28,8:00 a.m.,88
2022-02-28,12:00 p.m.,85
2022-03-01,8:00 a.m.,80
2022-03-01,12:00 p.m.,77
2022-03-02,8:00 a.m.,73
2022-03-02,12:00 p.m.,68
2022-03-03,8:00 a.m.,116
2022-03-03,12:00 p.m.,200
2022-03-04,8:00 a.m.,280
2022-03-04,12:00 p.m.,178
2022-03-05,8:00 a.m.,95
2022-03-05,12:00 p.m.,90
2022-03-06,5:00 a.m.,90
2022-03-07,8:00 a.m.,84
2022-03-07,12:00 p.m.,57
2022-03-08,8:00 a.m.,53
2022-03-08,12:00 p.m.,101
2022-03-09,8:00 a.m.,123
2022-03-09,12:00 p.m.,85
2022-03-10,8:00 a.m.,118
2022-03-10,12:00 p.m.,100
2022-03-11,8:00 a.m.,124
2022-03-11,12:00 p.m.,58
2022-03-12,8:00 a.m.,50
2022-03-12,12:00 p.m.,43
2022-03-13,5:00 a.m.,91
2022-03-14,8:00 a.m.,79
2022-03-14,12:00 p.m.,76
2022-03-15,8:00 a.m.,72
2022-03-15,12:00 p.m.,68
2022-03-16,8:00 a.m.,63
2022-03-16,12:00 p.m.,59
2022-03-17,8:00 a.m.,56
2022-03-17,12:00 p.m.,122
2022-03-18,8:00 a.m.,118
2022-03-18,12:00 p.m.,140
2022-03-19,8:00 a.m.,182
2022-03-19,12:00 p.m.,174
2022-03-20,5:00 a.m.,100
2022-03-21,8:00 a.m.,91
2022-03-21,12:00 p.m.,129
2022-03-22,8:00 a.m.,91
2022-03-22,12:00 p.m.,131
2022-03-23,8:00 a.m.,75
2022-03-23,12:00 p.m.,67
2022-03-24,8:00 a.m.,125
2022-03-24,12:00 p.m.,101
2022-03-25,8:00 a.m.,62
2022-03-25,12:00 p.m.,54
2022-03-26,8:00 a.m.,48
2022-03-26,12:00 p.m.,120
2022-03-27,5:00 a.m.,91
2022-03-28,8:00 a.m.,79
2022-03-28,12:00 p.m.,87
2022-03-29,8:00 a.m.,179
2022-03-29,12:00 p.m.,329
2022-03-30,8:00 a.m.,157
2022-03-30,12:00 p.m.,113
2022-03-31,8:00 a.m.,39
2022-03-31,12:00 p.m.,73
2022-04-01,8:00 a.m.,82
2022-04-01,12:00 p.m.,65
2022-04-02,8:00 a.m.,61
2022-04-02,12:00 p.m.,78
2022-04-03,5:00 a.m.,109
2022-04-04,8:00 a.m.,112
2022-04-04,12:00 p.m.,84
2022-04-05,8:00 a.m.,74
2022-04-05,12:00 p.m.,63
2022-04-06,8:00 a.m.,135
2022-04-06,12:00 p.m.,117
2022-04-07,8:00 a.m.,106
2022-04-07,12:00 p.m.,68
2022-04-08,8:00 a.m.,61
2022-04-08,12:00 p.m.,147
2022-04-09,8:00 a.m.,135
2022-04-09,12:00 p.m.,147
2022-04-10,5:00 a.m.,92
2022-04-11,8:00 a.m.,79
2022-04-11,12:00 p.m.,76
2022-04-12,8:00 a.m.,73
2022-04-12,12:00 p.m.,69
2022-04-13,8:00 a.m.,65
2022-04-13,12:00 p.m.,60
2022-04-14,8:00 a.m.,57
2022-04-14,12:00 p.m.,53
2022-04-15,8:00 a.m.,49
2022-04-15,12:00 p.m.,47
2022-04-16,8:00 a.m.,43
2022-04-16,12:00 p.m.,40
2022-04-17,5:00 a.m.,100
2022-04-18,8:00 a.m.,88
2022-04-18,12:00 p.m.,111
2022-04-19,8:00 a.m.,161
2022-04-19,12:00 p.m.,505
2022-04-20,8:00 a.m.,171
2022-04-20,12:00 p.m.,121
2022-04-21,8:00 a.m.,70
2022-04-21,12:00 p.m.,68
2022-04-22,8:00 a.m.,79
2022-04-22,12:00 p.m.,70
2022-04-23,8:00 a.m.,45
2022-04-23,12:00 p.m.,42
2022-04-24,5:00 a.m.,103
2022-04-25,8:00 a.m.,119
2022-04-25,12:00 p.m.,80
2022-04-26,8:00 a.m.,74
2022-04-26,12:00 p.m.,125
2022-04-27,8:00 a.m.,140
2022-04-27,12:00 p.m.,140
2022-04-28,8:00 a.m.,104
2022-04-28,12:00 p.m.,140
2022-04-29,8:00 a.m.,113
2022-04-29,12:00 p.m.,65
2022-04-30,8:00 a.m.,55
2022-04-30,12:00 p.m.,50
2022-05-01,5:00 a.m.,97
2022-05-02,8:00 a.m.,83
2022-05-02,12:00 p.m.,78
2022-05-03,8:00 a.m.,74
2022-05-03,12:00 p.m.,69
2022-05-04,8:00 a.m.,65
2022-05-04,12:00 p.m.,61
2022-05-05,8:00 a.m.,58
2022-05-05,12:00 p.m.,104
2022-05-06,8:00 a.m.,191
2022-05-06,12:00 p.m.,232
2022-05-07,8:00 a.m.,176
2022-05-07,12:00 p.m.,107
2022-05-08,5:00 a.m.,105
2022-05-09,8:00 a.m.,93
2022-05-09,12:00 p.m.,88
2022-05-10,8:00 a.m.,84
2022-05-10,12:00 p.m.,80
2022-05-11,8:00 a.m.,76
2022-05-11,12:00 p.m.,72
2022-05-12,8:00 a.m.,68
2022-05-12,12:00 p.m.,63
2022-05-13,8:00 a.m.,60
2022-05-13,12:00 p.m.,56
2022-05-14,8:00 a.m.,53
2022-05-14,12:00 p.m.,49
2022-05-15,5:00 a.m.,103
2022-05-16,8:00 a.m.,45
2022-05-16,12:00 p.m.,106
2022-05-17,8:00 a.m.,128
2022-05-17,12:00 p.m.,154
2022-05-18,8:00 a.m.,158
2022-05-18,12:00 p.m.,154
2022-05-19,8:00 a.m.,68
2022-05-19,12:00 p.m.,64
2022-05-20,8:00 a.m.,60
2022-05-20,12:00 p.m.,56
2022-05-21,8:00 a.m.,53
2022-05-21,12:00 p.m.,49
2022-05-22,5:00 a.m.,94
2022-05-23,8:00 a.m.,81
2022-05-23,12:00 p.m.,77
2022-05-24,8:00 a.m.,73
2022-05-24,12:00 p.m.,69
2022-05-25,8:00 a.m.,127
2022-05-25,12:00 p.m.,147
2022-05-26,8:00 a.m.,533
2022-05-26,12:00 p.m.,166
2022-05-27,8:00 a.m.,129
2022-05-27,12:00 p.m.,55
2022-05-28,8:00 a.m.,73
2022-05-28,12:00 p.m.,65
2022-05-29,5:00 a.m.,106
2022-05-30,8:00 a.m.,82
2022-05-30,12:00 p.m.,75
2022-05-31,8:00 a.m.,66
2022-05-31,12:00 p.m.,138
2022-06-01,8:00 a.m.,149
2022-06-01,12:00 p.m.,123
2022-06-02,8:00 a.m.,100
2022-06-02,12:00 p.m.,77
2022-06-03,8:00 a.m.,62
2022-06-03,12:00 p.m.,103
