timestamp,status,current_title,current_salary,salary_type,percent_incr,other_info,location,performance_rating
8/3/20 12:41,Full Time Employee,Game Master,31803.0,year,4.5,"Started in October, was promoted from AGM to GM recently as well.",Austin,Successful
8/6/20 13:11,Full Time Employee,Customer Support,32178.0,year,5.7,"Customer Support at Blizzard is in the pay bracket for baseline Customer Support jobs for most other companies. Though what we are required to reach higher standards than typical Customer Support jobs due to how we handle surveys. Additionally, our job encompasses much more than Customer Support due to how much more hands-on we are with ingame logs, tech, recovery, payment, investigations, and more. Can't go into all the details, but just basic tech troubleshooting base level CS rep here is much more complex tech than typical tech support at tech companies. Many outside of CS do not realize how hands-on Blizz CS is compared to the norm, yet are paid less than the norm. That's not even touching on how any extra projects we take on do not bring any increase to pay or incentive besides ""experience"".",Austin,Successful
8/6/20 8:16,Full Time Employee,Customer Service Representative,33300.0,year,1.0,11 year tenure,Cork,Successful
8/4/20 3:23,Full Time Employee,Specialist Game Master,33500.0,year,1.0,"This is the lowest merit increase I have ever received. According to my manager, opportunity to give people ""high"" score has been limited this year. Looking at my appraisal, if this level of performance, along with additional work that was carried out by me, gives me 1% increase, why even bother doing anything in addition to my primary duties? This merit increase is lower than my rent increase.",Cork,Successful
8/1/20 13:27,Full Time Employee,Game Master,33987.0,year,1.0,This was the smallest raise I've ever gotten over my 5 years.,Austin,Successful
8/6/20 8:55,Full Time Employee,Game Master,34000.0,year,1.0,"Been at Blizzard over 6 years, always rated as a high performer, still only have 25% penetration into pay band",Austin,High
8/2/20 13:52,Full Time Employee,Game Master,34486.0,year,2.5,,Austin,Successful
3/12/21 2:54,Full Time Employee,Customer Support Representative,34568.0,year,1.0,,Versailles,Successful
7/31/20 15:08,Full Time Employee,Game Master,34798.0,year,1.0,,Austin,
8/6/20 8:35,Full Time Employee,Game Master,35000.0,year,1.0,,Cork,Successful
7/31/20 15:06,Full Time Employee,CS In-Game Support,35760.0,year,0.0,,Austin,
8/4/20 2:01,Full Time Employee,Specialist Game Master,35793.0,year,1.0,capped for 5 years now.,Versailles,Successful
8/4/20 9:21,Full Time Employee,Customer support specialist,35795.0,year,1.0,,Versailles,Successful
8/1/20 3:32,Full Time Employee,Game Master,35903.0,year,1.2,it comes to ~30eur/mo while just a rent is increasing 50eur/mo a year,Cork,Successful
7/31/20 15:14,Contractor,Associate Test Analyst,36000.0,year,,18.00/hr,Irvine,
8/2/20 4:06,Full Time Employee,Specialist Game Master,36000.0,year,1.0,"13 year veteran, usually getting 3% or higher raises.",Cork,Successful
8/3/20 8:32,Full Time Employee,Receptionist,36939.0,year,10.2,,Cork,High
8/3/20 14:44,Full Time Employee,Specialist Game Master,37190.0,year,8.0,My High Increase is solely due to a promotion from GM to Specialist GM,Austin,High
7/31/20 15:06,Full Time Employee,Internal Technical Consultant,37232.0,year,,"The listed salary is after many years of ""Merit Increase"" and does not reflect the base pay for employees on this title.",Austin,
8/3/20 18:38,Full Time Employee,Specialist Game Master,37294.0,year,6.9,,Austin,High
8/1/20 0:19,Full Time Employee,Specialist Game Master,37318.0,year,2.3,3.2% last year for the same rating. Salary band moved to 38300 this year,Cork,High
8/3/20 3:46,Full Time Employee,"Producer, Creative Production",37500.0,year,2.0,Have always had increases in the 2 to 3 percent region even with High performance due to the bell curve system and arbitrary number restrictions on who can get bigger increases. Have entertained options at other companies that have offered up to x2.5 as much in terms of salary in cheaper CoL areas.,Versailles,Successful
8/1/20 4:29,Full Time Employee,Specialist Gamemaster,37872.0,year,2.2,,Cork,High
8/5/20 10:25,Full Time Employee,Customer Support,,year,0.0,"Not had a pay increase in years, not even an increase to take into considering the cost of inflation which has gone up year after in France. CS is viewed as an entry level job that requires no skill to do, which is beyond the truth. Our workload has increased along with our tasks yet our wage remains the same.",Versailles,Developing
8/6/20 13:02,Full Time Employee,Specialist Game Master,39000.0,year,1.2,I have been here for over 6 years,Austin,Successful
8/6/20 11:07,Full Time Employee,Specialist Game Master,39083.0,year,1.2,,Austin,Successful
8/4/20 8:42,Full Time Employee,CS champion,39520.0,year,0.0,I was promoted this past year so I assume I'm low in the pay band,Austin,Successful
8/6/20 8:29,Full Time Employee,Game Master,39771.0,year,1.0,Been working here since 2009,Cork,Successful
8/4/20 4:50,Full Time Employee,CS Champion,40000.0,year,1.0,,Cork,Successful
8/6/20 2:57,Full Time Employee,Specialist Game Master,40000.0,year,0.0,"This is an ongoing topic for ages in CS and we are getting ignored for the same time. Over the years we evolved a lot (what is great) and added a ton of new task to our daily work. We worked for our e-sports department (twitch moderation, video editing und uploading, reporting), we are doing social media and part of the community work (twitter, forums, facebook etc.), doing manager task (providing training and coaching to peers, responsible for refunds, giving approvals). We got no compensation for our new task's and greater responsibly in our work. Our profit is ""non-existent"" and the merit increase is a joke over the last few years. A lot of (good) people left the company and we have to to more and more work without getting fairly paid for it",Cork,Successful
8/2/20 8:31,Full Time Employee,Specialist Game Master,,year,1.26,This is the lowest raise I've received in the 7 years I've been working for Blizzard.,Austin,Successful
8/3/20 8:29,Full Time Employee,Specialist Game Master,40019.0,year,1.26,"After the complaints in 2018 about CS salary, my CoL raise jumped my pay to $5000 more a year. This year was my smallest raise yet.",Austin,Successful
8/8/20 11:46,Full Time Employee,Specialist Game Master,41000.0,year,3.0,,Austin,Top
8/1/20 4:28,Full Time Employee,Game Master TR,41221.0,year,0.0,new hire,Cork,Successful
8/3/20 13:53,Full Time Employee,Associate test analyst,41808.0,year,1.2,Been here 5+ years,Irvine,Successful
8/6/20 17:17,Full Time Employee,Associate Test Analyst,42000.0,year,1.0,,Irvine,Successful
8/3/20 12:11,Full Time Employee,Associate Test Analyst,42328.0,year,1.2,,Irvine,Successful
8/6/20 11:37,Full Time Employee,Associate Test Analyst,42328.0,year,1.2,,Irvine,Successful
8/3/20 13:48,Full Time Employee,Specialist Game Master,43181.0,year,2.0,This was my first raise since 2018 due to having been payband capped.,Austin,High
8/5/20 19:01,Full Time Employee,Technical Specialist Game Master,43389.0,year,2.5,,Austin,Top
8/3/20 11:30,Full Time Employee,Customer Support Specialist Game Master,43672.0,year,2.2,"salary is about 43,672 in $",Versailles,High
8/8/20 17:04,Full Time Employee,Specialist Game Master,44631.0,year,2.2,11+ years and always rated High or Top. Earning $20/h after so many years and always performing high is a shame.,Cork,High
3/11/21 11:02,Full Time Employee,Associate Test Analyst,45053.0,year,3.1,I've been here a year. This is my first salary review.,Irvine,High
8/4/20 14:03,Full Time Employee,Coordinator,45245.0,year,2.5,never been promoted since I joined my department,Versailles,Successful
8/3/20 14:40,Full Time Employee,Customer Service Champion,45448.0,year,1.0,10+ years,Austin,Successful
8/3/20 16:54,Full Time Employee,CS Champion,45802.0,year,1.0,,Austin,Successful
8/4/20 8:56,Full Time Employee,,46000.0,year,2.5,,Versailles,High
8/10/20 4:19,Full Time Employee,Senior Localization Specialist,46406.0,year,1.5,,Versailles,Successful
8/3/20 16:03,Full Time Employee,CS Champion,,year,1.0,Started as  GM in 2007,Cork,High
8/3/20 4:16,Full Time Employee,Project Manager,47500.0,year,1.0,,Versailles,Successful
8/2/20 3:31,Full Time Employee,CS Champion,47652.0,year,4.0,,Cork,High
7/31/20 15:02,Full Time Employee,CS,48000.0,year,0.0,,,
7/31/20 15:08,Full Time Employee,Test Analyst,48000.0,year,1.0,,Irvine,
7/31/20 15:54,Full Time Employee,Test Analyst,48610.0,year,1.3,,Irvine,
8/4/20 16:33,Full Time Employee,Test Analyst,48610.0,year,1.3,,Irvine,Successful
8/4/20 16:00,Full Time Employee,QA,49000.0,year,3.0,Wish it was higher.,Irvine,High
8/4/20 11:44,Full Time Employee,Test Analyst,49000.0,year,,I've been working at Blizzard for over 10 years,Irvine,High
8/6/20 20:44,Full Time Employee,test analyst,49000.0,year,1.0,,Irvine,Successful
8/4/20 8:35,Full Time Employee,Language Specialist,49285.0,year,4.4,42K EUR; increase affected by changing position from lower pay bracket to higher,Versailles,High
7/31/20 16:40,Full Time Employee,Test Analyst,49442.0,year,3.0,,Irvine,High
8/3/20 11:26,Full Time Employee,Test Analyst,49600.0,year,3.0,,Irvine,High
7/31/20 15:16,Full Time Employee,Test Analyst,50000.0,year,8.0,I had a promotion for this cycle per the 8%.,Irvine,
8/3/20 15:33,Full Time Employee,Test Analyst,50000.0,year,1.2,"Annual evaluations are being used to justify lower increases instead of being a reflection of the employee's actual performance. Ever wonder why your annual appraisal looks just like your self review, but with the added bonus of highlighting your mistakes and how they keep you from that ever elusive next tier upwards?",Irvine,Successful
8/4/20 16:46,Full Time Employee,Test Analyst,50000.0,year,4.0,,Irvine,Successful
8/6/20 16:55,Full Time Employee,Test Analyst,50000.0,year,2.0,,Irvine,High
7/31/20 17:02,Full Time Employee,Test Analyst,50045.0,year,4.0,,Irvine,High
8/3/20 11:42,Full Time Employee,Test Analyst,50939.0,year,1.2,,Irvine,Successful
8/3/20 14:07,Full Time Employee,Test Analyst,50939.0,year,1.2,"Been told I'm ""near cap"" of my payband for several consecutive years.",Irvine,Successful
7/31/20 17:19,Full Time Employee,Test Analyst,52000.0,year,3.0,,Irvine,High
8/6/20 19:34,Full Time Employee,Test Analyst,,year,,,Irvine,
3/11/21 16:22,Full Time Employee,Test Analyst,52312.0,year,2.7,"16 years tenure, Masters Degree in my field.",Irvine,Successful
7/31/20 16:39,Full Time Employee,Test Analyst,52416.0,year,1.2,,Irvine,Successful
7/31/20 15:29,Full Time Employee,Senior QA Analyst,53000.0,year,11.0,Only went up that high because I got a promotion. Even as a senior I know some regular TA make more than I do.,Irvine,
7/31/20 15:42,Full Time Employee,Senior Test Analyst,55000.0,year,0.0,,Irvine,
8/3/20 14:10,Full Time Employee,Test Analyst,55598.0,year,2.5,,Irvine,High
7/31/20 16:44,Full Time Employee,Test Analyst,56000.0,year,0.0,New hire for 2020,Irvine,Successful
7/31/20 15:32,Full Time Employee,Senior Administrative Assistant,,year,,,Irvine,
8/6/20 6:52,Full Time Employee,Senior Project Manager,57000.0,year,1.0,,Versailles,Successful
8/4/20 7:31,Full Time Employee,Can't say (loss of anonimity),57358.0,year,1.3,,Versailles,Successful
7/31/20 16:17,Full Time Employee,Senior Test Analyst,58000.0,year,1.5,,Irvine,Successful
8/3/20 6:48,Full Time Employee,Team Manager,58000.0,year,3.0,,Cork,High
8/1/20 12:42,Full Time Employee,"Team Manager, Customer Service",58458.0,year,1.3,,Austin,Successful
8/1/20 1:42,Full Time Employee,community developement manager,60000.0,year,2.5,,versailles,Successful
7/31/20 15:14,Full Time Employee,Senior test analyst,60000.0,year,1.5,,Irvine,
8/4/20 20:04,Full Time Employee,Senior Test Analyst,60000.0,year,5.4,7.5 years tenure,Irvine,Successful
7/31/20 23:21,Full Time Employee,Sr. Test analyst,60000.0,year,1.5,,Irvine,Successful
8/1/20 6:48,Full Time Employee,"Team Manager, CS",60078.0,year,3.5,"51,000.00 Euro",Versailles,High
8/5/20 14:05,Full Time Employee,Associate Operations Manager,,year,1.2,"I've been operating as a project/program manager for about 1.5 years now. I've been consistently asking for a title/track change since Nov 2019. This was originally planned to go through during this promotion cycle, but apparently my departmental leadership and HR are having discussions about the value/place that PMs have in the organization, and have held off on changing anything for me in the meantime.",Irvine,Successful
7/31/20 15:52,Full Time Employee,Senior Test Analyst,60902.0,year,1.5,,Irvine,
7/31/20 16:15,Full Time Employee,Technical Test Analyst,61027.0,year,3.5,,Irvine,
7/31/20 16:44,Full Time Employee,Senior Test Analyst I,,year,1.5,,Irvine,Successful
8/4/20 0:19,Full Time Employee,Associate Game Designer,61506.0,year,2.5,Struggling to make rent in irvine.,Irvine,Top
7/31/20 16:32,Full Time Employee,Test Analyst,61526.0,year,1.0,"I've been at Blizzard for 16 years from QA, to Cineimatics, to Heroes of the Storm, and then back to QA after the cut. My salary, I feel, should be much higher especially after those 10+ years in an Animation Development position.",Irvine,Successful
7/31/20 16:34,Full Time Employee,Associate 3D Artist,62000.0,year,3.5,,Irvine,
8/3/20 15:33,Full Time Employee,Associate 3D Artist,62000.0,year,2.1,Hired Summer 2019,Irvine,Successful
8/4/20 17:39,Full Time Employee,Associate Data Analyst,62000.0,year,4.5,,Irvine,Top
7/31/20 15:04,Full Time Employee,Associate Environment Artist,62000.0,year,2.3,,Irvine,
8/1/20 16:51,Full Time Employee,Senior QA Tester,,year,4.5,,Irvine,High
8/3/20 14:14,Full Time Employee,Senior Test Analyst I,62000.0,year,1.0,,Irvine,Successful
7/31/20 20:15,Full Time Employee,Associate Manager,,year,5.0,,Irvine,High
8/6/20 18:46,Contractor,Assistant Editor,65000.0,year,,,Los Angeles,
8/6/20 19:02,Full Time Employee,Associate 3D Artist (Character Artist),65000.0,year,0.0,New Hire so no increase,Irvine,
8/6/20 19:06,Full Time Employee,Associate 3D Artist (Character Artist),65000.0,year,0.0,New Hire so no increase,Irvine,
7/31/20 15:50,Full Time Employee,Associate Character Artist,65000.0,year,,newer hire,Irvine,
8/3/20 20:02,Full Time Employee,Associate game producer,65000.0,year,0.0,,Irvine,
8/5/20 17:26,Full Time Employee,Associate game producer,65000.0,year,0.0,,Irvine,
8/7/20 1:37,Full Time Employee,Associate game producer,65000.0,year,0.0,,Irvine,
8/8/20 17:10,Full Time Employee,Associate game producer,65000.0,year,0.0,,Irvine,
7/31/20 15:25,Full Time Employee,Associate Program Manager,65000.0,year,4.0,I got a high last year and I'm at 12% range penetration after the raise,Irvine,
7/31/20 15:33,Full Time Employee,Senior Test Analyst I,65000.0,year,2.5,I was a high performer.,Irvine,
8/3/20 12:38,Full Time Employee,Senior Test Analyst I,65600.0,year,1.0,,Irvine,Successful
7/31/20 16:07,Full Time Employee,Team Manager,65980.0,year,3.0,"equivalent is 63,500 in USD",Cork,High
7/31/20 16:01,Full Time Employee,Senior Test Analyst II,66019.0,year,10.0,,Irvine,
7/31/20 16:46,Full Time Employee,Senior Test Analyst II,66019.0,year,10.0,,Irvine,Top
8/14/20 12:03,Full Time Employee,analyst,66165.0,year,1.5,,Irvine,High
7/31/20 18:09,Full Time Employee,"Analyst, Threat Intelligence and Partner Services",66310.0,year,2.0,I will share in Slack when I collect my history.,Irvine,Top
8/3/20 15:23,Full Time Employee,Associate Esports Manager,67621.0,year,1.0,,Irvine,Successful
7/31/20 16:30,Full Time Employee,Associate Product Manager,67672.0,year,0.0,,Irvine,Successful
7/31/20 15:28,Full Time Employee,Associate Game Designer,,year,2.0,,Irvine,
7/31/20 16:40,Full Time Employee,Technical test analyst,68000.0,year,1.3,,Irvine,Successful
7/31/20 21:46,Full Time Employee,Associate Game Producer,68349.0,year,2.0,"I suffer from been an internal hire for my current position. Which means I've always been low on my pay band, in my previous job and have never seen and adjustment. I'll never break 90k at blizzard.",Irvine,Successful
7/31/20 15:51,Full Time Employee,Technical Writer,,year,6.0,,Irvine,
7/31/20 15:26,Full Time Employee,Associate User Researcher,69160.0,year,1.2,The time I spent contracting was not considered to be part of my time spent employed at Blizzard.,Irvine,
8/3/20 19:55,Full Time Employee,Associate Game Producer,69500.0,year,4.5,"Internal hire, 2 years in this position",Irvine,High
7/31/20 16:46,Full Time Employee,Associate Technical Test Analyst,69950.0,year,1.2,"I received a 1 dollar raise for my merit last year. This year, after these ""compensation improvements"" and performing even better than I did last year, I was awarded an additional 42 cents. Less than half of what I got last year. This is disgusting. Absolutely disgusting and insulting to the highest degree. Activision Blizzard should be absolutely ashamed, and the individuals and executives responsible for approving this and allowing this to happen need to be held accountable.",Irvine,High
8/1/20 17:34,Full Time Employee,"Associate PM (my range is on the same scale as PM, but not my actual title)",,year,0.0,,Irvine,Successful
8/4/20 13:44,Full Time Employee,Associate Producer,,year,2.0,"I have been an associate for 3 years. I started at 32% pay penetration into the associate producer pay band and I am now at around 37%. 3 years in and I'm still in the ""Learning Stage"" based on the ABK pay band overview page. I have been told numerous times that I'm a mid-level producer and rarely receive concrete feedback for areas to grow in. 

My ""High rating"" was only a 5 cents per hour raise above my ""Successful"" rating from the previous year. When I asked about this, I was given a bunch of other external factors that contributed to this, but regardless, I worked super hard and was recognized with a ""high"" rating, and only received 5 more cents per hour.",Irvine,High
8/3/20 11:09,Full Time Employee,Associate Program Manager,70000.0,year,0.0,,Irvine,Successful
7/31/20 15:18,Full Time Employee,Senior Test Analyst,70000.0,year,,recent hire within last 3 months,Irvine,
8/3/20 17:14,Full Time Employee,Technical Test Analyst,70304.0,year,1.3,,Irvine,High
8/4/20 12:28,Full Time Employee,Systems Administrator 1,71000.0,year,3.0,,Irvine,High
8/3/20 13:26,Full Time Employee,Associate 3D Artist,,year,2.5,Started summer 2019,Irvine,Successful
7/31/20 17:41,Full Time Employee,Associate Artist,,year,3.0,,Irvine,
8/6/20 11:44,Full Time Employee,Associate User Researcher,72051.0,year,1.3,,Irvine,Successful
8/6/20 11:49,Full Time Employee,Associate User Researcher,72051.0,year,1.3,,Irvine,Successful
8/3/20 13:37,Full Time Employee,Associate Data Scientist,73000.0,year,1.2,,Irvine,High
7/31/20 17:21,Full Time Employee,Senior QA Analyst 1,73570.0,year,3.0,Last year as a high performer I received a 2.9% increase. Anecdotally it seems very weird to have the merit increase from high to top be 0.1% pay.,Irvine,Top
9/4/20 14:43,Full Time Employee,Technician,73750.0,year,1.0,I guess this 1% is better than the .1% I got my first year and the 0% I got my second year all while being Successful+,Irvine,High
8/4/20 8:34,Full Time Employee,Associate Software Development Engineer in Test,74000.0,year,3.0,,Austin,Top
8/4/20 18:12,Full Time Employee,Associate Software Development Engineer in Test,74000.0,year,3.0,,Austin,Top
7/31/20 16:20,Contractor,FX Artist,74100.0,year,,New Hire,Irvine,
7/31/20 18:43,Full Time Employee,Associate Concept Artist,75000.0,year,,,Irvine,
8/5/20 4:27,Full Time Employee,Associate Data Analyst,75000.0,year,0.0,,Irvine,
8/3/20 17:11,Contractor,FX Artist,75000.0,year,,New Hire,Irvine,
7/31/20 15:08,Full Time Employee,Associate Producer,75088.0,year,5.0,"I received a market salary adjustment in October of last year which was a 10% increase within the same title, role, and team.",Irvine,
7/31/20 15:03,Full Time Employee,Associate Operations Administrator,75750.0,year,1.0,,Irvine,
8/3/20 20:14,Full Time Employee,3D Artist,76000.0,year,10.0,,Irvine,High
7/31/20 17:15,Full Time Employee,3d artist,78000.0,year,,,Irvine,
8/7/20 13:01,Full Time Employee,Artist,78000.0,year,,,Irvine,
7/31/20 19:27,Full Time Employee,Level Designer,78957.0,year,3.0,,Irvine,High
7/31/20 15:13,Full Time Employee,3D Artist,79000.0,year,3.0,,Irvine,
7/31/20 16:41,Full Time Employee,3D Artist,79000.0,year,,increase was between 3-4%. My increase this year was ~20 cents higher than last year.,Irvine,Successful
7/31/20 15:02,Full Time Employee,Associate Software Engineer in Test,,year,1.2,,,
7/31/20 20:54,Full Time Employee,Associate Software Engineer in Test,79000.0,year,3.5,,Irvine,Successful
8/3/20 11:30,Full Time Employee,Motion Graphics Designer,79000.0,year,1.5,,Irvine,Successful
8/3/20 18:58,Full Time Employee,Test Lead II,79000.0,year,21.5,The first earned (not grandfathered/reshuffle/re-visioned) promotion I have received as a lead in 9 years.,Irvine,High
7/31/20 23:15,Full Time Employee,Associate Software Engineer,80000.0,year,0.0,I started in last 6 months,Irvine,Developing
8/3/20 11:42,Full Time Employee,Associate Software Engineer,80000.0,year,10.0,,New York,High
7/31/20 15:54,Contractor,Choose not to disclose,80000.0,year,0.0,Nothing that isn't identifying.,Irvine,
8/3/20 19:36,Full Time Employee,VFX Artist,80000.0,year,20.0,Promoted from Associate,Irvine,High
7/31/20 16:38,Full Time Employee,Associate Software Engineer in Test,80496.0,year,5.4,,Irvine,High
