Income_Centered,Education,Age,Participation,Support
0.017141001,3.3333333,38.400002,0,0.0
0.0028440007,5.0,56.0,0,0.5
0.0001399988,6.0,18.6,0,1.0
0.01268,4.5,27.0,0,1.0
0.014108999,6.0,34.75,0,1.0
0.012978003,1.0,21.333334,0,1.0
0.0099210013,4.5,29.0,0,0.5
0.011530996,5.0,13.333333,0,1.0
0.019552002,2.0,15.5,0,0.0
0.015212002,5.5,22.75,0,0.5
0.0040330016,4.5,49.5,0,0.5
0.014456998,3.0,20.75,0,1.0
0.015616001,6.0,61.0,0,1.0
0.0051119947,4.0,29.25,0,0.0
0.0093849991,3.0,20.5,0,0.5
0.0017100002,6.0,21.0,0,1.0
0.0078109978,6.0,18.0,0,0.5
0.012421,5.0,38.0,0,0.5
0.012776999,4.0,18.4,0,1.0
0.010389003,4.0,27.0,0,1.0
0.018423,5.0,14.333333,0,1.0
0.017130001,6.0,20.0,0,1.0
0.012810999,4.0,39.0,0,0.5
0.0007139977,4.5,66.666664,0,1.0
0.0020190054,3.0,30.75,0,0.5
0.013088001,3.5,18.200001,0,1.0
0.011005002,6.0,16.0,0,1.0
0.012810999,4.0,33.0,0,0.5
0.0086109992,4.0,36.5,0,1.0
0.013053003,4.0,48.0,0,0.0
0.012693006,6.0,22.666666,0,0.5
0.0046920017,2.0,68.0,0,0.0
0.010462002,5.0,32.0,0,1.0
0.00090900174,4.0,30.666666,0,0.5
0.017633,4.0,16.0,0,1.0
0.019097002,4.5,21.333334,0,0.5
0.00060600298,2.0,28.5,0,1.0
0.017696993,6.0,14.0,0,0.5
0.010105001,3.0,13.0,0,1.0
0.0030690008,4.5,41.666668,0,1.0
0.012269999,6.0,22.75,0,0.0
0.002286999,1.0,12.0,0,0.5
0.002582001,6.0,11.333333,0,1.0
0.0015039977,4.0,33.25,0,0.5
0.018352998,6.0,57.0,0,0.5
0.0080040032,3.5,44.0,0,1.0
0.0078109978,6.0,11.5,0,0.0
0.0011860006,6.0,8.25,0,1.0
0.017305,3.5,16.0,0,1.0
0.0013500028,3.5,14.5,0,1.0
0.018817002,5.0,56.5,0,0.5
0.0008780011,5.0,33.5,0,0.5
0.0012559991,6.0,26.0,0,0.5
0.010554002,6.0,24.200001,0,1.0
0.018976999,6.0,54.0,0,1.0
0.011547999,5.0,29.5,0,1.0
0.0042410027,4.0,56.0,0,1.0
0.015268,5.0,48.0,0,0.5
0.012269999,3.0,35.25,0,1.0
0.0076279966,1.0,9.1999998,0,1.0
0.018439004,6.0,39.0,0,0.5
0.0083400039,4.0,18.25,0,0.5
0.016431006,6.0,18.333334,0,0.0
0.0037779969,6.0,21.333334,0,1.0
0.003826001,2.0,58.0,0,1.0
0.018244,5.0,18.666666,0,1.0
0.013414997,6.0,15.0,0,1.0
0.0067670001,,68.0,0,1.0
0.017913001,5.0,41.333332,0,1.0
0.018917998,6.0,31.0,0,0.5
0.018352998,6.0,52.0,0,1.0
0.016246999,6.0,54.5,0,1.0
0.019719997,5.5,26.333334,0,0.5
0.011446001,2.0,15.5,0,0.5
0.018996002,1.5,21.75,0,1.0
0.0067659938,3.5,42.5,0,0.0
0.0070159985,4.6666665,48.0,0,0.5
0.015865998,6.0,38.666668,0,1.0
0.0086499983,5.0,36.0,0,1.0
0.017696993,6.0,34.666668,0,1.0
0.010519998,1.0,47.0,0,1.0
0.013116,6.0,60.0,0,1.0
0.0092519997,4.0,26.25,0,0.0
0.019545997,2.0,10.0,0,0.0
0.011731001,3.0,22.333334,0,1.0
0.0046920017,2.0,67.0,0,0.5
0.0097869989,4.0,48.666668,0,1.0
0.012843999,1.0,68.0,0,1.0
0.0063599967,4.0,25.6,0,0.5
0.0023960036,6.0,28.5,0,1.0
0.0082479995,,55.0,0,0.0
0.0052280007,2.0,23.799999,0,0.5
0.0071159983,3.6666667,21.799999,0,0.5
0.016322004,4.0,39.799999,0,0.5
0.011933998,4.5,30.666666,0,0.5
0.0084470008,3.0,46.0,0,0.5
0.012882,2.5,21.5,0,0.0
0.0081649972,3.6666667,22.200001,0,0.5
0.017909,6.0,15.666667,0,1.0
0.010721998,3.5,30.25,0,1.0
0.016145999,0.66666669,40.5,0,1.0
0.014050002,2.0,22.5,0,0.5
0.0017100002,6.0,15.0,0,0.5
0.000096001866,4.5,21.0,0,1.0
0.013077,6.0,40.5,0,0.5
0.015396002,3.5,14.666667,0,1.0
0.0046990016,6.0,14.666667,0,0.0
0.0092560006,3.0,26.0,0,1.0
0.0042529982,3.0,64.0,0,0.0
0.0017100002,6.0,30.0,0,1.0
0.0045259977,3.6666667,31.75,0,1.0
0.015979001,3.5,67.5,0,1.0
0.015268,5.0,33.0,0,0.5
0.0049709999,4.0,11.625,0,1.0
0.0080900071,6.0,35.5,0,1.0
0.017706001,3.5,16.799999,0,1.0
0.017495999,6.0,20.6,0,1.0
0.019506002,5.5,71.5,0,1.0
0.018418001,4.6666665,20.285715,0,0.5
0.019796999,3.0,12.333333,0,1.0
0.0012009989,6.0,18.285715,0,1.0
0.001110001,4.5,58.0,0,1.0
0.010068002,5.0,21.0,0,0.0
0.010783998,4.0,56.5,0,1.0
0.014050002,4.0,34.0,0,0.0
0.0051790015,3.6666667,40.75,0,0.5
0.00069200108,1.0,62.0,0,1.0
0.015029998,4.0,40.0,0,1.0
0.014739002,4.0,21.0,0,0.0
0.0040119989,1.0,9.5,0,1.0
0.010458994,4.0,51.333332,0,1.0
0.0092560006,1.0,23.75,0,0.5
0.010264998,6.0,13.5,0,1.0
0.0093849991,3.0,32.0,0,0.5
0.0057289982,4.5,15.6,0,1.0
0.0051590004,5.3333335,19.25,0,0.5
0.010363,3.0,10.75,0,0.0
0.0028920011,6.0,23.5,0,1.0
0.0046379967,3.0,12.666667,0,0.5
0.0057740016,6.0,14.333333,0,1.0
0.018611999,2.0,59.0,0,1.0
0.006939,5.0,22.75,0,1.0
0.0067680017,2.0,19.0,0,1.0
0.014865997,1.0,14.75,0,0.5
0.0057389983,2.5,21.75,0,1.0
0.0037530013,4.5,39.5,0,0.5
0.0023969992,6.0,14.5,0,1.0
0.018976999,0.0,21.0,0,1.0
0.0081749987,2.0,33.0,0,0.5
0.0084470008,3.0,25.0,0,0.5
0.018609999,4.5,34.0,0,0.0
0.018597001,2.0,68.0,0,1.0
0.0007829988,1.0,11.2,0,1.0
0.0023009987,6.0,28.0,0,1.0
0.0092889974,5.0,21.333334,0,1.0
0.015268,5.0,61.0,0,1.0
0.010589997,3.0,30.0,0,1.0
0.016962999,6.0,20.333334,0,1.0
0.0018630011,3.5,60.0,0,1.0
0.017503003,4.0,24.666666,0,1.0
0.013137998,6.0,11.5,0,1.0
0.014120997,6.0,17.5,0,1.0
0.018636001,3.5,38.666668,0,1.0
0.011059004,2.0,11.666667,0,1.0
0.0037530013,3.0,25.5,0,0.5
0.0031660073,4.0,23.0,0,1.0
0.016843,2.0,14.333333,0,1.0
0.0054369969,4.6666665,32.25,0,0.5
0.0033729982,3.5,33.0,0,1.0
0.0078030033,6.0,16.0,0,1.0
0.013437001,3.6666667,36.0,0,1.0
0.012013006,6.0,29.75,0,1.0
0.013639997,6.0,27.0,0,0.5
0.019036001,5.0,22.5,0,0.0
0.0084470008,3.0,55.0,0,1.0
0.0088060005,4.5,16.666666,0,0.5
0.013615997,1.0,54.0,0,1.0
0.014410998,3.0,16.666666,0,0.5
0.0058509992,1.5,45.5,0,1.0
0.018809998,5.0,14.5,0,1.0
0.015952999,4.5,51.0,0,0.0
0.0069239982,6.0,22.333334,0,1.0
0.002348999,2.6666667,15.666667,0,0.5
0.0025609981,3.0,10.0,0,1.0
0.0037830048,1.0,13.0,0,0.5
0.00010399634,4.3333335,32.400002,0,1.0
0.0037779969,1.0,16.666666,0,1.0
0.00051699689,6.0,14.0,0,0.5
0.0043529971,5.5,17.5,0,0.0
0.0080370037,3.0,25.0,0,1.0
0.018352998,6.0,32.0,0,1.0
0.017170997,3.0,16.333334,0,1.0
0.014241001,2.5,10.857142,0,1.0
0.0096130008,4.0,28.4,0,1.0
0.015040999,5.0,27.0,0,0.5
0.012116003,2.0,11.0,0,1.0
0.015616001,6.0,60.0,0,0.0
0.0017550015,2.5,60.5,0,0.5
0.010831998,4.5,41.799999,0,1.0
0.006583997,,32.0,0,1.0
0.0017100002,6.0,34.0,0,1.0
0.017357999,4.0,18.0,0,1.0
0.015616001,6.0,40.0,0,0.5
0.012285995,0.0,29.5,0,0.5
0.0083469981,6.0,69.0,0,0.5
0.0046920017,2.0,59.0,0,0.0
0.00069200108,1.0,65.0,0,0.5
0.015268,5.0,56.0,0,0.0
0.0019289986,5.0,31.714285,0,0.5
0.010209998,3.6666667,24.799999,0,0.5
0.0059959986,4.0,56.0,0,1.0
0.016246999,3.0,43.0,0,1.0
0.0093610007,4.6666665,46.333332,0,1.0
0.012347,3.0,40.666668,0,0.0
0.016312001,2.0,27.5,0,1.0
0.018117001,2.0,19.0,0,1.0
0.00058800221,5.5,25.0,0,1.0
0.007464001,1.0,22.0,0,0.5
0.015578003,6.0,19.0,0,0.5
0.0095639993,2.0,70.0,0,1.0
0.0069950027,3.0,68.0,0,1.0
0.0061760033,5.0,48.333332,0,0.5
0.017513001,4.5,49.5,0,1.0
0.013975996,5.0,12.666667,0,1.0
0.013615997,1.0,47.0,0,1.0
0.0079970015,6.0,30.666666,0,1.0
0.016694,2.3333333,42.666668,0,0.5
0.015430002,3.0,45.666668,0,1.0
0.01197,4.0,54.0,0,1.0
0.017836997,3.0,58.5,0,1.0
0.01089,4.0,32.5,0,0.0
0.0046920017,2.0,45.0,0,1.0
0.0014710003,4.6666665,19.571428,0,1.0
0.0069239982,6.0,56.333332,0,0.0
0.014555001,6.0,12.666667,0,0.5
0.0019379987,3.7142856,41.142857,0,0.5
0.0028460037,4.5,55.5,0,1.0
0.015970001,4.5,52.5,0,1.0
0.015616001,6.0,60.0,0,1.0
0.019552002,2.0,9.0,0,1.0
0.0084470008,3.0,67.0,0,1.0
0.013116,6.0,54.0,0,0.5
0.0028140009,4.0,21.0,0,0.5
0.0049600033,6.0,17.666666,0,1.0
0.0074850032,3.6666667,35.666668,0,1.0
0.012847999,3.0,31.5,0,0.5
0.012843999,1.0,67.0,0,1.0
0.018726001,6.0,52.333332,0,1.0
0.017119,4.0,45.5,0,0.0
0.015616001,6.0,58.0,0,0.5
0.018597001,2.0,54.0,0,1.0
0.018611999,2.0,69.0,0,1.0
0.017069997,2.3333333,26.25,0,0.5
0.013015999,2.0,28.5,0,0.5
0.01197,4.0,60.0,0,0.5
0.012944997,5.3333335,36.799999,0,1.0
0.00049299857,4.0,36.333332,0,1.0
0.0080900071,6.0,39.0,0,1.0
0.011203998,3.5,14.0,0,0.5
0.0063219992,6.0,16.25,0,0.0
0.0078030033,6.0,16.0,0,0.0
0.018722998,3.0,31.666666,0,0.5
0.0059460015,5.0,14.875,0,0.5
0.016655,3.0,21.666666,0,1.0
0.0083469981,,51.0,0,1.0
0.018352998,6.0,61.0,0,0.5
0.0019679989,2.5,26.6,0,0.5
0.018864999,3.0,14.2,0,1.0
0.0084470008,3.0,67.0,0,1.0
0.0004750067,2.75,21.222221,0,1.0
0.019034,3.5,25.4,0,1.0
0.0029030018,4.0,32.5,0,1.0
0.011897997,4.25,34.0,0,1.0
0.010811004,6.0,20.5,0,1.0
0.013489001,,7.5,0,1.0
0.0093409969,3.0,16.0,0,1.0
0.015011999,4.0,15.0,0,1.0
0.000337003,4.0,36.0,0,1.0
0.019839996,3.75,34.75,0,1.0
0.0056899996,2.0,18.5,0,1.0
0.0050150016,4.0,64.0,0,0.0
0.014661002,6.0,16.666666,0,1.0
0.0067680054,2.5,16.333334,0,1.0
0.016268002,6.0,27.0,0,1.0
0.016655,3.0,21.666666,0,1.0
0.0059189969,6.0,28.333334,0,1.0
0.00072899699,3.0,22.0,0,0.5
0.017057998,4.0,40.0,0,0.5
0.0069870008,3.0,45.0,0,1.0
0.018173998,3.5,14.5,0,0.5
0.0067179976,4.0,24.0,0,1.0
0.018352998,6.0,44.0,0,1.0
0.018352998,6.0,33.0,0,1.0
0.0049049989,6.0,14.6,0,1.0
0.0014340007,3.0,64.0,0,1.0
0.0046920017,2.0,58.0,0,1.0
0.013902002,3.0,20.5,0,0.5
0.0070780003,5.5,22.0,0,1.0
0.017130001,6.0,60.0,0,0.0
0.015578003,6.0,46.5,0,1.0
0.0096810041,2.0,12.8,0,1.0
0.015093999,2.0,65.0,0,0.5
0.0046479986,1.0,33.333332,0,0.0
0.011318,1.5,36.0,0,0.5
0.018976999,6.0,27.0,0,0.0
0.013702,4.5,31.4,0,1.0
0.0086010005,4.5,34.5,0,1.0
0.0061699995,6.0,22.333334,0,1.0
0.00202,6.0,26.75,0,1.0
0.0057549984,6.0,44.0,0,0.5
0.011492001,2.6666667,53.0,0,1.0
0.018567996,3.0,16.666666,0,0.5
0.012588998,3.0,30.0,0,1.0
0.01039,4.6666665,29.200001,0,0.0
0.006500999,2.0,28.0,0,1.0
0.016940998,4.0,28.0,0,1.0
0.018427001,3.0,38.5,0,1.0
0.011271003,6.0,20.0,0,0.5
0.018976999,6.0,26.0,0,1.0
0.013615997,1.0,65.0,0,0.5
0.0066369944,6.0,14.333333,0,1.0
0.018352998,6.0,56.0,0,0.5
0.015497001,1.0,32.0,0,0.5
0.0093849991,3.0,64.0,0,1.0
0.015794994,4.5,28.6,0,1.0
0.0064580012,6.0,28.0,0,1.0
0.0050150016,4.0,64.0,0,0.5
0.016932001,5.5,23.25,0,0.0
0.001110001,4.5,57.5,0,1.0
0.0023009987,6.0,55.0,0,0.0
0.019892002,6.0,19.5,0,0.5
0.019602003,5.0,30.0,0,1.0
0.010541999,4.75,31.799999,0,0.5
0.013459,2.0,12.333333,0,1.0
0.0012160002,3.0,27.333334,0,1.0
0.0041250018,5.0,18.666666,0,0.5
0.018703999,4.0,15.666667,0,0.0
0.0043469975,4.0,25.75,0,0.5
0.018352998,6.0,33.0,0,1.0
0.0048960024,3.0,21.0,0,1.0
0.0054780031,4.5,14.0,0,1.0
0.011143999,3.5,45.5,0,0.0
0.018342001,4.75,39.5,0,1.0
0.0056080008,4.3333335,18.0,0,0.5
0.017714998,0.66666669,24.428572,0,0.5
0.0080060009,6.0,18.0,0,1.0
0.0017410021,3.5,25.333334,0,1.0
0.00060900161,4.5,39.333332,0,0.0
0.0066079972,1.0,27.5,0,1.0
0.0057450039,4.0,7.0,0,0.0
0.0089009982,3.0,19.666666,0,0.0
0.0093099978,3.0,28.0,0,1.0
0.0093259988,6.0,18.75,0,1.0
0.0078260032,6.0,10.5,0,0.0
0.0025969979,2.0,55.0,0,0.5
0.015341001,3.6666667,28.25,0,0.5
0.0061630039,5.0,22.5,0,0.5
0.0014099949,3.3333333,27.285715,0,0.5
0.015391999,1.5,17.0,0,1.0
0.00045999998,5.0,36.0,0,1.0
0.012116003,2.0,11.5,0,1.0
0.011045002,4.0,26.5,0,0.5
0.018477002,6.0,10.5,0,0.5
0.015785998,4.8000002,27.428572,0,1.0
0.012337998,6.0,33.0,0,0.5
0.0049129976,3.5,25.5,0,0.5
0.019552002,2.0,24.0,0,1.0
0.016578997,6.0,27.5,0,1.0
0.0070939981,2.3333333,18.799999,0,1.0
0.0032850006,4.0,51.333332,0,1.0
0.0020439983,3.0,31.0,0,0.5
0.00086899957,3.0,37.0,0,0.5
0.0048719971,3.0,19.666666,0,1.0
0.011655006,4.5,27.0,0,1.0
0.0023009987,0.0,57.0,0,1.0
0.011766003,3.0,19.0,0,1.0
0.007329999,3.0,33.666668,0,1.0
0.01197,4.0,52.0,0,1.0
0.001310999,4.6666665,27.4,0,0.5
0.017709998,3.0,64.0,0,0.5
0.014617997,4.0,22.0,0,0.0
0.0064580012,4.0,64.0,0,0.0
0.013448001,6.0,48.5,0,1.0
0.0023629975,6.0,13.666667,0,0.5
0.0078030033,6.0,12.5,0,0.0
0.016655,3.0,21.666666,0,1.0
0.0012559991,6.0,22.0,0,1.0
0.0080370037,4.0,55.0,0,0.5
0.017513001,3.5,27.75,0,1.0
0.012987001,1.0,35.0,0,0.0
0.013590003,2.0,13.142858,0,1.0
0.0031709995,4.0,23.5,0,1.0
0.0023960036,6.0,14.5,0,0.5
0.015061,5.0,50.0,0,1.0
0.0018550034,4.0,32.200001,0,1.0
0.00021900097,5.0,30.0,0,1.0
0.015804002,2.5,27.5,0,1.0
0.013095999,5.3333335,25.4,0,0.5
0.0082479995,,62.0,0,1.0
0.017289,4.6666665,18.714285,0,1.0
0.0060630017,6.0,23.333334,0,0.5
0.0044759968,4.0,20.666666,0,0.5
0.0087830005,3.6666667,29.799999,0,0.5
0.013414997,6.0,15.0,0,1.0
0.018759998,6.0,37.25,0,0.0
0.010624001,5.0,59.0,0,1.0
0.011233005,3.0,18.5,0,1.0
0.017709998,3.0,61.0,0,0.5
0.0021789991,4.0,30.75,0,1.0
0.014116007,4.0,16.166666,0,0.5
0.015036,5.5,26.666666,0,0.5
0.010835001,4.0,40.0,0,0.5
0.018352998,6.0,68.0,0,0.5
0.015805,6.0,30.0,0,1.0
0.010307002,2.0,57.0,0,1.0
0.0049270005,4.5,32.200001,0,0.5
0.018439004,6.0,29.5,0,1.0
0.0069419988,5.6666665,20.875,0,0.0
0.016930001,6.0,35.0,0,0.5
0.0059609995,2.0,19.0,0,1.0
0.00069200108,1.0,69.0,0,1.0
0.00031699479,6.0,24.5,0,1.0
0.011084001,3.5,33.666668,0,1.0
0.0095320074,6.0,26.0,0,0.5
0.0055799992,6.0,27.0,0,0.0
0.017836997,5.0,33.0,0,0.5
0.01505,2.0,27.5,0,1.0
0.0060559982,6.0,27.0,0,0.0
0.018809998,5.0,26.0,0,0.5
0.016441999,6.0,47.666668,0,0.5
0.014812999,4.25,37.0,0,1.0
0.0061849975,4.0,30.333334,0,1.0
0.012118998,2.0,15.666667,0,1.0
0.012296,1.0,48.0,0,1.0
0.0064689983,3.0,63.0,0,1.0
0.017062994,1.0,11.333333,0,1.0
0.013448001,6.0,32.5,0,1.0
0.010482999,4.0,35.75,0,1.0
0.0064260019,2.0,11.0,0,1.0
0.01197,4.0,63.0,0,1.0
0.010998001,5.0,25.333334,0,0.5
0.0051770015,5.0,19.666666,0,1.0
0.0084470008,3.0,61.0,0,1.0
0.015268,5.0,58.0,0,1.0
0.0034950029,4.0,21.0,0,1.0
0.014827,2.0,37.666668,0,0.5
0.00041400129,2.0,26.333334,0,1.0
0.013412002,5.6666665,33.25,0,1.0
0.017858999,6.0,22.0,0,1.0
0.013459998,2.0,26.666666,0,1.0
0.0067670001,,32.0,0,0.0
0.012390999,4.0,16.799999,0,1.0
0.012286003,4.0,26.5,0,1.0
0.0045899996,3.0,33.0,0,1.0
0.018315,4.0,16.75,0,1.0
0.017096998,6.0,15.875,0,1.0
0.0083469981,,72.0,0,0.0
0.019545997,2.0,12.5,0,0.5
0.017961001,4.0,19.200001,0,1.0
0.012698,4.0,26.75,0,0.0
0.011521998,6.0,20.666666,0,0.5
0.0071370029,2.6666667,17.0,0,1.0
0.014943997,5.0,51.0,0,0.5
0.015371999,6.0,14.0,0,0.5
0.01197,4.0,52.0,0,1.0
0.014581,2.0,34.0,0,0.5
0.016264999,3.5,19.799999,0,0.5
0.0018270039,6.0,18.75,0,1.0
0.010905,1.0,22.0,0,1.0
0.018352998,6.0,43.0,0,1.0
0.010468,,61.0,0,0.5
0.0062800003,2.0,20.5,0,0.5
0.0095669953,6.0,33.75,0,1.0
0.0012699985,6.0,18.75,0,1.0
0.017493999,3.0,52.0,0,0.5
0.016012,3.5,48.0,0,1.0
0.017620998,5.1999998,25.222221,0,1.0
0.017836997,5.0,36.5,0,1.0
0.0059139961,4.5,26.0,0,0.5
0.014506997,3.0,19.333334,0,1.0
0.0098519977,3.0,22.666666,0,1.0
0.017716998,5.0,23.666666,0,1.0
0.009937006,2.25,27.799999,0,1.0
0.0023009987,6.0,59.0,0,1.0
0.0092289997,5.5,19.25,0,1.0
0.012467996,6.0,28.25,0,1.0
0.0078109978,6.0,14.0,0,1.0
0.018649997,4.5,27.5,0,1.0
0.0029020023,5.0,22.5,0,1.0
0.0063219992,6.0,17.0,0,1.0
0.00019399654,6.0,10.428572,0,1.0
0.0083469981,,66.0,0,1.0
0.0044059926,3.3333333,53.75,0,1.0
0.017975999,3.0,59.0,0,1.0
0.014319001,6.0,21.666666,0,1.0
0.015616001,6.0,27.0,0,0.5
0.00051699689,6.0,11.0,0,1.0
0.014411005,4.0,31.200001,0,0.5
0.018809998,5.0,32.5,0,1.0
0.00090900174,5.5,27.0,0,0.0
0.018604996,4.0,13.0,0,0.5
0.005801999,6.0,25.0,0,0.5
0.015616001,6.0,53.0,0,0.5
0.009949998,5.0,23.666666,0,1.0
0.018552,4.0,66.0,0,0.5
0.017014997,6.0,44.666668,0,0.5
0.0077219927,1.0,23.5,0,0.5
0.0084470008,3.0,52.0,0,0.0
0.0076760007,1.0,22.666666,0,0.5
0.015516001,3.5,15.333333,0,0.5
0.013902002,3.0,53.5,0,1.0
0.0022810013,4.0,16.5,0,1.0
0.017924996,2.0,13.333333,0,0.5
0.0043990002,5.5,19.375,0,1.0
0.017709998,3.0,57.0,0,1.0
0.018352998,6.0,25.0,0,1.0
0.017863,3.0,36.5,0,1.0
0.0039069979,6.0,16.0,0,0.5
0.002802999,4.5,22.0,0,0.5
0.014523002,4.0,32.0,0,0.5
0.013398999,2.5,46.333332,0,1.0
0.011043,1.0,17.666666,0,0.5
0.015616001,6.0,48.0,0,0.5
0.0044759968,5.0,32.333332,0,0.5
0.018352998,6.0,51.0,0,0.5
0.018976999,6.0,23.0,0,1.0
0.014011997,4.5,41.666668,0,1.0
0.011235001,1.0,64.0,0,1.0
0.018976999,6.0,43.0,0,1.0
0.00016800174,3.0,27.0,0,1.0
0.007559998,2.0,24.0,0,0.0
0.010560998,4.5,22.166666,0,1.0
0.0073400019,3.0,30.0,0,1.0
0.011059004,4.0,12.5,0,0.0
0.0041960017,1.5,30.666666,0,1.0
0.0084630009,3.0,39.0,0,1.0
0.018804999,2.0,20.5,0,0.5
0.0020959999,2.0,12.166667,0,1.0
0.016943002,3.0,23.666666,0,0.0
0.016563,4.0,13.0,0,1.0
0.0064580012,6.0,36.5,0,1.0
0.0021370002,4.0,33.0,0,0.5
0.0049150009,4.5,13.3,0,1.0
0.0080520008,5.0,28.799999,0,1.0
0.0027740025,5.0,25.333334,0,1.0
0.010397,5.0,20.333334,0,1.0
0.0023040012,4.0,16.0,0,1.0
0.019705998,3.0,16.555555,0,1.0
0.0092379982,3.5,21.666666,0,0.5
0.016442003,6.0,19.200001,0,1.0
0.014431003,6.0,18.75,0,1.0
0.017544998,,64.0,0,1.0
0.0031580015,4.3333335,27.25,0,0.5
0.013413,4.0,21.0,0,0.5
0.0096390005,5.0,23.5,0,0.5
0.0076710009,6.0,21.0,0,0.5
0.00046399474,5.0,45.0,0,0.5
0.011580997,6.0,17.799999,0,1.0
0.0039069979,6.0,11.0,0,0.0
0.0078290012,4.0,46.5,0,0.5
0.018611999,2.0,48.0,0,0.0
0.012612003,2.0,12.0,0,1.0
