ccn,facility_name,measure_abbr,score,type
11502,COMFORT CARE COASTAL HOSPICE - BALDWIN,visits_imminent,99.7,observed
11503,SAAD HOSPICE SERVICES,beliefs_addressed,694.0,denominator
11503,SAAD HOSPICE SERVICES,beliefs_addressed,99.9,observed
11503,SAAD HOSPICE SERVICES,composite_process,694.0,denominator
11503,SAAD HOSPICE SERVICES,composite_process,96.0,observed
11503,SAAD HOSPICE SERVICES,dyspena_treatment,555.0,denominator
11503,SAAD HOSPICE SERVICES,dyspena_treatment,99.6,observed
11503,SAAD HOSPICE SERVICES,dyspnea_screening,694.0,denominator
11503,SAAD HOSPICE SERVICES,dyspnea_screening,98.3,observed
11503,SAAD HOSPICE SERVICES,opioid_bowel,37.0,denominator
11503,SAAD HOSPICE SERVICES,opioid_bowel,100.0,observed
11503,SAAD HOSPICE SERVICES,pain_assessment,677.0,denominator
11503,SAAD HOSPICE SERVICES,pain_assessment,99.0,observed
11503,SAAD HOSPICE SERVICES,pain_screening,694.0,denominator
11503,SAAD HOSPICE SERVICES,pain_screening,98.7,observed
11503,SAAD HOSPICE SERVICES,treat_pref,694.0,denominator
11503,SAAD HOSPICE SERVICES,treat_pref,100.0,observed
11503,SAAD HOSPICE SERVICES,visits_imminent,151.0,denominator
11503,SAAD HOSPICE SERVICES,visits_imminent,49.7,observed
11505,HOSPICE FAMILY CARE,beliefs_addressed,600.0,denominator
11505,HOSPICE FAMILY CARE,beliefs_addressed,97.8,observed
11505,HOSPICE FAMILY CARE,composite_process,600.0,denominator
11505,HOSPICE FAMILY CARE,composite_process,92.0,observed
11505,HOSPICE FAMILY CARE,dyspena_treatment,308.0,denominator
11505,HOSPICE FAMILY CARE,dyspena_treatment,97.7,observed
11505,HOSPICE FAMILY CARE,dyspnea_screening,600.0,denominator
11505,HOSPICE FAMILY CARE,dyspnea_screening,99.8,observed
11505,HOSPICE FAMILY CARE,opioid_bowel,151.0,denominator
11505,HOSPICE FAMILY CARE,opioid_bowel,98.7,observed
11505,HOSPICE FAMILY CARE,pain_assessment,308.0,denominator
11505,HOSPICE FAMILY CARE,pain_assessment,92.5,observed
11505,HOSPICE FAMILY CARE,pain_screening,600.0,denominator
11505,HOSPICE FAMILY CARE,pain_screening,99.0,observed
11505,HOSPICE FAMILY CARE,treat_pref,600.0,denominator
11505,HOSPICE FAMILY CARE,treat_pref,100.0,observed
11505,HOSPICE FAMILY CARE,visits_imminent,288.0,denominator
11505,HOSPICE FAMILY CARE,visits_imminent,86.8,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,beliefs_addressed,589.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,beliefs_addressed,100.0,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,composite_process,589.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,composite_process,99.7,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,dyspena_treatment,477.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,dyspena_treatment,100.0,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,dyspnea_screening,589.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,dyspnea_screening,100.0,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,opioid_bowel,140.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,opioid_bowel,100.0,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,pain_assessment,415.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,pain_assessment,99.8,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,pain_screening,589.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,pain_screening,99.8,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,treat_pref,589.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,treat_pref,100.0,observed
11506,SOUTHERNCARE NEW BEACON - JASPER,visits_imminent,531.0,denominator
11506,SOUTHERNCARE NEW BEACON - JASPER,visits_imminent,93.6,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,beliefs_addressed,420.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,beliefs_addressed,100.0,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,composite_process,420.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,composite_process,99.5,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,dyspena_treatment,347.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,dyspena_treatment,100.0,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,dyspnea_screening,420.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,dyspnea_screening,100.0,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,opioid_bowel,123.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,opioid_bowel,100.0,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,pain_assessment,254.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,pain_assessment,99.6,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,pain_screening,420.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,pain_screening,99.8,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,treat_pref,420.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,treat_pref,100.0,observed
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,visits_imminent,387.0,denominator
11508,SOUTHERNCARE NEW BEACON OF ANNISTON,visits_imminent,94.3,observed
11510,CULLMAN REGIONAL HOSPICE,beliefs_addressed,54.0,denominator
11510,CULLMAN REGIONAL HOSPICE,beliefs_addressed,100.0,observed
11510,CULLMAN REGIONAL HOSPICE,composite_process,54.0,denominator
11510,CULLMAN REGIONAL HOSPICE,composite_process,90.7,observed
11510,CULLMAN REGIONAL HOSPICE,dyspena_treatment,27.0,denominator
11510,CULLMAN REGIONAL HOSPICE,dyspena_treatment,100.0,observed
11510,CULLMAN REGIONAL HOSPICE,dyspnea_screening,54.0,denominator
11510,CULLMAN REGIONAL HOSPICE,dyspnea_screening,100.0,observed
11510,CULLMAN REGIONAL HOSPICE,opioid_bowel,16.0,denominator
11510,CULLMAN REGIONAL HOSPICE,opioid_bowel,,observed
11510,CULLMAN REGIONAL HOSPICE,pain_assessment,24.0,denominator
11510,CULLMAN REGIONAL HOSPICE,pain_assessment,100.0,observed
11510,CULLMAN REGIONAL HOSPICE,pain_screening,54.0,denominator
11510,CULLMAN REGIONAL HOSPICE,pain_screening,94.4,observed
11510,CULLMAN REGIONAL HOSPICE,treat_pref,54.0,denominator
11510,CULLMAN REGIONAL HOSPICE,treat_pref,100.0,observed
11510,CULLMAN REGIONAL HOSPICE,visits_imminent,51.0,denominator
11510,CULLMAN REGIONAL HOSPICE,visits_imminent,96.1,observed
11511,"HOSPICE OF THE VALLEY, INC",beliefs_addressed,179.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",beliefs_addressed,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",composite_process,179.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",composite_process,99.4,observed
11511,"HOSPICE OF THE VALLEY, INC",dyspena_treatment,123.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",dyspena_treatment,99.2,observed
11511,"HOSPICE OF THE VALLEY, INC",dyspnea_screening,179.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",dyspnea_screening,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",opioid_bowel,22.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",opioid_bowel,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",pain_assessment,81.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",pain_assessment,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",pain_screening,179.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",pain_screening,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",treat_pref,179.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",treat_pref,100.0,observed
11511,"HOSPICE OF THE VALLEY, INC",visits_imminent,257.0,denominator
11511,"HOSPICE OF THE VALLEY, INC",visits_imminent,91.8,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,beliefs_addressed,396.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,beliefs_addressed,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,composite_process,396.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,composite_process,99.5,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,dyspena_treatment,241.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,dyspena_treatment,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,dyspnea_screening,396.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,dyspnea_screening,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,opioid_bowel,109.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,opioid_bowel,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,pain_assessment,237.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,pain_assessment,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,pain_screening,396.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,pain_screening,99.5,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,treat_pref,396.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,treat_pref,100.0,observed
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,visits_imminent,472.0,denominator
11512,SOUTHERNCARE NEW BEACON SCOTTSBORO,visits_imminent,93.6,observed
11513,SHEPHERD'S COVE HOSPICE,beliefs_addressed,335.0,denominator
11513,SHEPHERD'S COVE HOSPICE,beliefs_addressed,99.1,observed
11513,SHEPHERD'S COVE HOSPICE,composite_process,335.0,denominator
11513,SHEPHERD'S COVE HOSPICE,composite_process,87.2,observed
11513,SHEPHERD'S COVE HOSPICE,dyspena_treatment,154.0,denominator
11513,SHEPHERD'S COVE HOSPICE,dyspena_treatment,90.9,observed
11513,SHEPHERD'S COVE HOSPICE,dyspnea_screening,335.0,denominator
11513,SHEPHERD'S COVE HOSPICE,dyspnea_screening,96.1,observed
11513,SHEPHERD'S COVE HOSPICE,opioid_bowel,63.0,denominator
11513,SHEPHERD'S COVE HOSPICE,opioid_bowel,96.8,observed
11513,SHEPHERD'S COVE HOSPICE,pain_assessment,104.0,denominator
11513,SHEPHERD'S COVE HOSPICE,pain_assessment,99.0,observed
11513,SHEPHERD'S COVE HOSPICE,pain_screening,335.0,denominator
11513,SHEPHERD'S COVE HOSPICE,pain_screening,93.1,observed
11513,SHEPHERD'S COVE HOSPICE,treat_pref,335.0,denominator
11513,SHEPHERD'S COVE HOSPICE,treat_pref,99.7,observed
11513,SHEPHERD'S COVE HOSPICE,visits_imminent,222.0,denominator
11513,SHEPHERD'S COVE HOSPICE,visits_imminent,85.6,observed
11514,ST VINCENT'S HOSPICE,beliefs_addressed,210.0,denominator
11514,ST VINCENT'S HOSPICE,beliefs_addressed,100.0,observed
11514,ST VINCENT'S HOSPICE,composite_process,210.0,denominator
11514,ST VINCENT'S HOSPICE,composite_process,97.6,observed
11514,ST VINCENT'S HOSPICE,dyspena_treatment,137.0,denominator
11514,ST VINCENT'S HOSPICE,dyspena_treatment,100.0,observed
11514,ST VINCENT'S HOSPICE,dyspnea_screening,210.0,denominator
11514,ST VINCENT'S HOSPICE,dyspnea_screening,100.0,observed
11514,ST VINCENT'S HOSPICE,opioid_bowel,71.0,denominator
11514,ST VINCENT'S HOSPICE,opioid_bowel,98.6,observed
11514,ST VINCENT'S HOSPICE,pain_assessment,84.0,denominator
11514,ST VINCENT'S HOSPICE,pain_assessment,100.0,observed
11514,ST VINCENT'S HOSPICE,pain_screening,210.0,denominator
11514,ST VINCENT'S HOSPICE,pain_screening,98.6,observed
11514,ST VINCENT'S HOSPICE,treat_pref,210.0,denominator
11514,ST VINCENT'S HOSPICE,treat_pref,99.5,observed
11514,ST VINCENT'S HOSPICE,visits_imminent,303.0,denominator
11514,ST VINCENT'S HOSPICE,visits_imminent,94.7,observed
11516,HOSPICE OF LIMESTONE COUNTY,beliefs_addressed,103.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,beliefs_addressed,100.0,observed
11516,HOSPICE OF LIMESTONE COUNTY,composite_process,103.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,composite_process,97.1,observed
11516,HOSPICE OF LIMESTONE COUNTY,dyspena_treatment,75.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,dyspena_treatment,98.7,observed
11516,HOSPICE OF LIMESTONE COUNTY,dyspnea_screening,103.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,dyspnea_screening,98.1,observed
11516,HOSPICE OF LIMESTONE COUNTY,opioid_bowel,23.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,opioid_bowel,100.0,observed
11516,HOSPICE OF LIMESTONE COUNTY,pain_assessment,61.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,pain_assessment,100.0,observed
11516,HOSPICE OF LIMESTONE COUNTY,pain_screening,103.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,pain_screening,100.0,observed
11516,HOSPICE OF LIMESTONE COUNTY,treat_pref,103.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,treat_pref,100.0,observed
11516,HOSPICE OF LIMESTONE COUNTY,visits_imminent,114.0,denominator
11516,HOSPICE OF LIMESTONE COUNTY,visits_imminent,98.2,observed
11517,HOSPICE OF WEST ALABAMA,beliefs_addressed,400.0,denominator
11517,HOSPICE OF WEST ALABAMA,beliefs_addressed,99.8,observed
11517,HOSPICE OF WEST ALABAMA,composite_process,400.0,denominator
11517,HOSPICE OF WEST ALABAMA,composite_process,95.8,observed
11517,HOSPICE OF WEST ALABAMA,dyspena_treatment,182.0,denominator
11517,HOSPICE OF WEST ALABAMA,dyspena_treatment,99.5,observed
11517,HOSPICE OF WEST ALABAMA,dyspnea_screening,400.0,denominator
11517,HOSPICE OF WEST ALABAMA,dyspnea_screening,99.8,observed
11517,HOSPICE OF WEST ALABAMA,opioid_bowel,81.0,denominator
11517,HOSPICE OF WEST ALABAMA,opioid_bowel,97.5,observed
11517,HOSPICE OF WEST ALABAMA,pain_assessment,226.0,denominator
11517,HOSPICE OF WEST ALABAMA,pain_assessment,100.0,observed
11517,HOSPICE OF WEST ALABAMA,pain_screening,400.0,denominator
11517,HOSPICE OF WEST ALABAMA,pain_screening,97.0,observed
11517,HOSPICE OF WEST ALABAMA,treat_pref,400.0,denominator
11517,HOSPICE OF WEST ALABAMA,treat_pref,100.0,observed
11517,HOSPICE OF WEST ALABAMA,visits_imminent,198.0,denominator
11517,HOSPICE OF WEST ALABAMA,visits_imminent,98.5,observed
