Group,Time,Trial,Condition,Subject,Y
Adults,1353.5353535353534,-10,-1,a01,0.507733629771685
Adults,1373.7373737373737,-10,-1,a01,3.3926192265323394
Adults,1393.9393939393938,-10,-1,a01,1.2434526071775918
Adults,1414.141414141414,-10,-1,a01,0.8269769724074267
Adults,1434.3434343434342,-10,-1,a01,2.1002198713509905
Adults,1454.5454545454545,-10,-1,a01,0.3476449464319015
Adults,1474.7474747474746,-10,-1,a01,-1.031644586354101
Adults,1494.949494949495,-10,-1,a01,-0.07330135651615508
Adults,1515.151515151515,-10,-1,a01,-0.8367255636639919
Adults,1535.3535353535353,-10,-1,a01,-1.1340698416884394
Adults,1555.5555555555554,-10,-1,a01,-1.194545139206165
Adults,1575.7575757575758,-10,-1,a01,-2.3876935347452726
Adults,1595.9595959595958,-10,-1,a01,-1.8063110348607463
Adults,1616.1616161616162,-10,-1,a01,-3.1005102730714436
Adults,1636.3636363636363,-10,-1,a01,-2.97250346024886
Adults,1656.5656565656564,-10,-1,a01,-2.6258861873481854
Adults,1676.7676767676767,-10,-1,a01,-3.699424285674784
Adults,1696.9696969696968,-10,-1,a01,-4.8651330308713865
Adults,1717.171717171717,-10,-1,a01,-3.7869917172175223
Adults,1737.3737373737372,-10,-1,a01,-4.330196811775114
Adults,1757.5757575757575,-10,-1,a01,-5.153825025052767
Adults,1777.7777777777776,-10,-1,a01,-5.83196462102121
Adults,1797.979797979798,-10,-1,a01,-7.056380630551113
Adults,1818.181818181818,-10,-1,a01,-5.414273749190474
Adults,1838.3838383838383,-10,-1,a01,-7.7097004475838915
Adults,1858.5858585858584,-10,-1,a01,-5.24409615650721
Adults,1878.7878787878788,-10,-1,a01,-6.207713116317341
Adults,1898.9898989898988,-10,-1,a01,-8.271280746237652
Adults,1919.1919191919192,-10,-1,a01,-9.34309976067902
Adults,1939.3939393939393,-10,-1,a01,-9.29353044863115
Adults,1959.5959595959594,-10,-1,a01,-8.577562292809636
Adults,1979.7979797979797,-10,-1,a01,-9.316894276669819
Adults,2000.0,-10,-1,a01,-9.63752028557601
Adults,0.0,-9,-1,a01,-1.547885512709803
Adults,20.2020202020202,-9,-1,a01,0.15432403007004192
Adults,40.4040404040404,-9,-1,a01,-0.9358334772358837
Adults,60.6060606060606,-9,-1,a01,0.6522294185686917
Adults,80.8080808080808,-9,-1,a01,-1.1689354459440577
Adults,101.01010101010101,-9,-1,a01,0.7973631352229213
Adults,121.2121212121212,-9,-1,a01,1.774972037843947
Adults,141.4141414141414,-9,-1,a01,1.957388145597202
Adults,161.6161616161616,-9,-1,a01,2.15998255539322
Adults,181.8181818181818,-9,-1,a01,1.808449047379572
Adults,202.02020202020202,-9,-1,a01,1.9904570652588132
Adults,222.2222222222222,-9,-1,a01,2.2025832100265137
Adults,242.4242424242424,-9,-1,a01,3.725846983763006
Adults,262.6262626262626,-9,-1,a01,3.036553459963084
Adults,282.8282828282828,-9,-1,a01,3.8630480048920504
Adults,303.030303030303,-9,-1,a01,4.46026050906288
Adults,323.2323232323232,-9,-1,a01,6.915562744035211
Adults,343.4343434343434,-9,-1,a01,4.767142174376824
Adults,363.6363636363636,-9,-1,a01,5.9933682830182535
Adults,383.83838383838383,-9,-1,a01,6.165798827847879
Adults,404.04040404040404,-9,-1,a01,5.4462867520236085
Adults,424.2424242424242,-9,-1,a01,6.647087339443373
Adults,444.4444444444444,-9,-1,a01,8.46265821832499
Adults,464.6464646464646,-9,-1,a01,7.758313041380787
Adults,484.8484848484848,-9,-1,a01,7.625280305340743
Adults,505.050505050505,-9,-1,a01,7.426890769290785
Adults,525.2525252525252,-9,-1,a01,6.049166144565757
Adults,545.4545454545454,-9,-1,a01,9.474064932586414
Adults,565.6565656565656,-9,-1,a01,7.10931357450431
Adults,585.8585858585858,-9,-1,a01,9.52368217403691
Adults,606.060606060606,-9,-1,a01,10.89283895280919
Adults,626.2626262626262,-9,-1,a01,7.7257488760995665
Adults,646.4646464646464,-9,-1,a01,10.042947300692035
Adults,666.6666666666666,-9,-1,a01,9.235831589584736
Adults,686.8686868686868,-9,-1,a01,8.067850120690826
Adults,707.070707070707,-9,-1,a01,8.252168193025325
Adults,727.2727272727273,-9,-1,a01,8.2768186118687
Adults,747.4747474747475,-9,-1,a01,9.443469617910846
Adults,767.6767676767677,-9,-1,a01,8.592993683331201
Adults,787.8787878787879,-9,-1,a01,10.807264850367918
Adults,808.0808080808081,-9,-1,a01,12.268180162436959
Adults,828.2828282828282,-9,-1,a01,8.913811786903828
Adults,848.4848484848484,-9,-1,a01,11.005348635344578
Adults,868.6868686868686,-9,-1,a01,10.987389732095643
Adults,888.8888888888888,-9,-1,a01,10.53525679422486
Adults,909.090909090909,-9,-1,a01,9.163377344875325
Adults,929.2929292929292,-9,-1,a01,10.00504320328206
Adults,949.4949494949494,-9,-1,a01,9.78095859097489
Adults,969.6969696969696,-9,-1,a01,10.545416894748401
Adults,989.8989898989898,-9,-1,a01,9.515401183315628
Adults,1010.10101010101,-9,-1,a01,10.75471343928444
Adults,1030.3030303030303,-9,-1,a01,9.277719572693846
Adults,1050.5050505050503,-9,-1,a01,10.5644293336103
Adults,1070.7070707070707,-9,-1,a01,8.30703591055858
Adults,1090.9090909090908,-9,-1,a01,7.9258742960781605
Adults,1111.111111111111,-9,-1,a01,12.24247466474227
Adults,1131.3131313131312,-9,-1,a01,8.385860496161884
Adults,1151.5151515151515,-9,-1,a01,8.888418951086983
Adults,1171.7171717171716,-9,-1,a01,9.00075765048919
Adults,1191.919191919192,-9,-1,a01,7.6412818730803425
Adults,1212.121212121212,-9,-1,a01,8.390052121101897
Adults,1232.3232323232323,-9,-1,a01,7.977930386028354
Adults,1252.5252525252524,-9,-1,a01,7.117423862926878
Adults,1272.7272727272727,-9,-1,a01,7.11043190000187
Adults,1292.9292929292928,-9,-1,a01,6.712353394531757
Adults,1313.131313131313,-9,-1,a01,8.5655702568377
Adults,1333.3333333333333,-9,-1,a01,5.376381145473202
Adults,1353.5353535353534,-9,-1,a01,4.692722123052716
Adults,1373.7373737373737,-9,-1,a01,5.488426349556851
Adults,1393.9393939393938,-9,-1,a01,5.414487066967041
Adults,1414.141414141414,-9,-1,a01,5.185890780930875
Adults,1434.3434343434342,-9,-1,a01,3.9289119439671127
Adults,1454.5454545454545,-9,-1,a01,2.9549781697891393
Adults,1474.7474747474746,-9,-1,a01,4.9062124198819115
Adults,1494.949494949495,-9,-1,a01,2.912384459466734
Adults,1515.151515151515,-9,-1,a01,2.0104119690997266
Adults,1535.3535353535353,-9,-1,a01,2.2490233736981526
Adults,1555.5555555555554,-9,-1,a01,1.8936061099979686
Adults,1575.7575757575758,-9,-1,a01,2.8029012478508335
Adults,1595.9595959595958,-9,-1,a01,1.3772611834438713
Adults,1616.1616161616162,-9,-1,a01,1.6440928429733095
Adults,1636.3636363636363,-9,-1,a01,-0.013134124048275797
Adults,1656.5656565656564,-9,-1,a01,0.2959593328182279
Adults,1676.7676767676767,-9,-1,a01,-0.6479436408153194
Adults,1696.9696969696968,-9,-1,a01,-0.632938813209155
Adults,1717.171717171717,-9,-1,a01,-2.0260089433626884
Adults,1737.3737373737372,-9,-1,a01,-2.84279655773358
Adults,1757.5757575757575,-9,-1,a01,0.06627238040910566
Adults,1777.7777777777776,-9,-1,a01,-1.7261488180562623
Adults,1797.979797979798,-9,-1,a01,-3.9703951673054965
Adults,1818.181818181818,-9,-1,a01,-3.7182900089986823
Adults,1838.3838383838383,-9,-1,a01,-4.675729874853046
Adults,1858.5858585858584,-9,-1,a01,-1.6690894866856878
Adults,1878.7878787878788,-9,-1,a01,-2.9270687783394083
Adults,1898.9898989898988,-9,-1,a01,-4.869557651011123
Adults,1919.1919191919192,-9,-1,a01,-4.418925775908614
Adults,1939.3939393939393,-9,-1,a01,-5.726382238804852
Adults,1959.5959595959594,-9,-1,a01,-6.129877882904104
Adults,1979.7979797979797,-9,-1,a01,-6.774952866291713
Adults,2000.0,-9,-1,a01,-6.904294694993813
Adults,0.0,-8,-1,a01,1.9680010922065405
Adults,20.2020202020202,-8,-1,a01,0.6176129018103182
Adults,40.4040404040404,-8,-1,a01,0.5374595933538778
Adults,60.6060606060606,-8,-1,a01,3.599441467106785
Adults,80.8080808080808,-8,-1,a01,1.8732003018221317
Adults,101.01010101010101,-8,-1,a01,1.9781163257679955
Adults,121.2121212121212,-8,-1,a01,1.8472925866284748
Adults,141.4141414141414,-8,-1,a01,2.176170148603478
Adults,161.6161616161616,-8,-1,a01,3.25854974931631
Adults,181.8181818181818,-8,-1,a01,4.815853363659918
Adults,202.02020202020202,-8,-1,a01,5.666167064622416
Adults,222.2222222222222,-8,-1,a01,5.61487713945322
Adults,242.4242424242424,-8,-1,a01,4.8865435333046
Adults,262.6262626262626,-8,-1,a01,5.6442419325651745
Adults,282.8282828282828,-8,-1,a01,5.205016906988401
Adults,303.030303030303,-8,-1,a01,5.50781294287997
Adults,323.2323232323232,-8,-1,a01,7.4148777765769855
Adults,343.4343434343434,-8,-1,a01,5.809108176466522
Adults,363.6363636363636,-8,-1,a01,9.063261974088693
Adults,383.83838383838383,-8,-1,a01,7.2892443166718905
Adults,404.04040404040404,-8,-1,a01,7.853581324753829
Adults,424.2424242424242,-8,-1,a01,7.147449999993726
Adults,444.4444444444444,-8,-1,a01,7.545575370728411
Adults,464.6464646464646,-8,-1,a01,7.023601225259399
Adults,484.8484848484848,-8,-1,a01,8.364649892754278
Adults,505.050505050505,-8,-1,a01,9.159480409212406
Adults,525.2525252525252,-8,-1,a01,9.24337309025138
Adults,545.4545454545454,-8,-1,a01,8.301457804611681
Adults,565.6565656565656,-8,-1,a01,8.443383502848832
Adults,585.8585858585858,-8,-1,a01,8.863658896069587
Adults,606.060606060606,-8,-1,a01,10.98039159714578
Adults,626.2626262626262,-8,-1,a01,8.449927257384628
Adults,646.4646464646464,-8,-1,a01,9.495336909581324
Adults,666.6666666666666,-8,-1,a01,11.648022513056059
Adults,686.8686868686868,-8,-1,a01,9.699955525354678
Adults,707.070707070707,-8,-1,a01,8.480266204651222
Adults,727.2727272727273,-8,-1,a01,9.19835642128622
Adults,747.4747474747475,-8,-1,a01,10.355409436518341
Adults,767.6767676767677,-8,-1,a01,9.48496363554416
Adults,787.8787878787879,-8,-1,a01,9.27311604870625
Adults,808.0808080808081,-8,-1,a01,9.449351931519935
Adults,828.2828282828282,-8,-1,a01,9.825961924500412
Adults,848.4848484848484,-8,-1,a01,11.260184433077928
Adults,868.6868686868686,-8,-1,a01,9.483456370476851
Adults,888.8888888888888,-8,-1,a01,10.547449448583928
Adults,909.090909090909,-8,-1,a01,9.976488208093532
Adults,929.2929292929292,-8,-1,a01,9.095832552140376
Adults,949.4949494949494,-8,-1,a01,7.525186758077082
Adults,969.6969696969696,-8,-1,a01,8.370714288316018
Adults,989.8989898989898,-8,-1,a01,8.221103525050163
Adults,1010.10101010101,-8,-1,a01,8.562967280644745
Adults,1030.3030303030303,-8,-1,a01,9.606867349062512
Adults,1050.5050505050503,-8,-1,a01,10.376963839296199
Adults,1070.7070707070707,-8,-1,a01,9.395408302216332
Adults,1090.9090909090908,-8,-1,a01,7.465732449243609
Adults,1111.111111111111,-8,-1,a01,5.5809347490778265
Adults,1131.3131313131312,-8,-1,a01,6.67521282857463
Adults,1151.5151515151515,-8,-1,a01,6.868131320135506
Adults,1171.7171717171716,-8,-1,a01,7.327737447312124
Adults,1191.919191919192,-8,-1,a01,7.138408062343905
Adults,1212.121212121212,-8,-1,a01,6.543204319681334
Adults,1232.3232323232323,-8,-1,a01,4.137014975398382
Adults,1252.5252525252524,-8,-1,a01,6.046242733754995
Adults,1272.7272727272727,-8,-1,a01,4.405819968205221
Adults,1292.9292929292928,-8,-1,a01,4.6749897315360425
Adults,1313.131313131313,-8,-1,a01,4.215158705124078
Adults,1333.3333333333333,-8,-1,a01,4.202395872314972
Adults,1353.5353535353534,-8,-1,a01,3.426328349255733
Adults,1373.7373737373737,-8,-1,a01,1.3560169805517284
Adults,1393.9393939393938,-8,-1,a01,3.3768621516952204
Adults,1414.141414141414,-8,-1,a01,2.6389313575118463
Adults,1434.3434343434342,-8,-1,a01,1.5960924749030048
Adults,1454.5454545454545,-8,-1,a01,1.5856709206198556
Adults,1474.7474747474746,-8,-1,a01,1.2049376719266436
Adults,1494.949494949495,-8,-1,a01,0.8935326856553849
Adults,1515.151515151515,-8,-1,a01,1.9138693004704803
Adults,1535.3535353535353,-8,-1,a01,-0.34596563364120836
Adults,1555.5555555555554,-8,-1,a01,-0.35857986396114405
Adults,1575.7575757575758,-8,-1,a01,0.24287338862153407
Adults,1595.9595959595958,-8,-1,a01,-0.2686750006009344
Adults,1616.1616161616162,-8,-1,a01,-0.5727663108783139
Adults,1636.3636363636363,-8,-1,a01,-2.687849798849901
Adults,1656.5656565656564,-8,-1,a01,-0.4967861769234512
Adults,1676.7676767676767,-8,-1,a01,-2.817351322251451
Adults,1696.9696969696968,-8,-1,a01,-1.3972479931420756
Adults,1717.171717171717,-8,-1,a01,-4.9896904853797786
Adults,1737.3737373737372,-8,-1,a01,-3.9865172501096877
Adults,1757.5757575757575,-8,-1,a01,-3.1197189478892318
Adults,1777.7777777777776,-8,-1,a01,-5.439833408425764
Adults,1797.979797979798,-8,-1,a01,-5.824480067771475
Adults,1818.181818181818,-8,-1,a01,-6.349201751995103
Adults,1838.3838383838383,-8,-1,a01,-6.793163916062563
Adults,1858.5858585858584,-8,-1,a01,-6.498371554963357
Adults,1878.7878787878788,-8,-1,a01,-6.040641665744978
Adults,1898.9898989898988,-8,-1,a01,-8.686177562758019
Adults,1919.1919191919192,-8,-1,a01,-6.749177423835343
Adults,1939.3939393939393,-8,-1,a01,-6.002243315350125
Adults,1959.5959595959594,-8,-1,a01,-5.46721847486773
Adults,1979.7979797979797,-8,-1,a01,-6.457167691163712
Adults,2000.0,-8,-1,a01,-7.242380835258556
Adults,0.0,-7,-1,a01,1.0273077703657778
Adults,20.2020202020202,-7,-1,a01,0.25187234301952843
Adults,40.4040404040404,-7,-1,a01,3.570076179257253
Adults,60.6060606060606,-7,-1,a01,3.169127331144355
Adults,80.8080808080808,-7,-1,a01,2.863641232222789
Adults,101.01010101010101,-7,-1,a01,4.208582933034357
Adults,121.2121212121212,-7,-1,a01,2.011167685357946
Adults,141.4141414141414,-7,-1,a01,4.364857742196616
Adults,161.6161616161616,-7,-1,a01,3.5292805120220736
Adults,181.8181818181818,-7,-1,a01,5.077595502218003
Adults,202.02020202020202,-7,-1,a01,4.667638862997107
Adults,222.2222222222222,-7,-1,a01,5.688449510209775
Adults,242.4242424242424,-7,-1,a01,6.70992709131189
Adults,262.6262626262626,-7,-1,a01,5.692001503896311
Adults,282.8282828282828,-7,-1,a01,7.00345562636832
Adults,303.030303030303,-7,-1,a01,5.089049168443948
Adults,323.2323232323232,-7,-1,a01,5.837398009640822
Adults,343.4343434343434,-7,-1,a01,8.349220978253298
Adults,363.6363636363636,-7,-1,a01,7.467439032991631
Adults,383.83838383838383,-7,-1,a01,5.286505979920856
Adults,404.04040404040404,-7,-1,a01,6.21160024064651
Adults,424.2424242424242,-7,-1,a01,7.599616799470965
Adults,444.4444444444444,-7,-1,a01,8.878428132185464
Adults,464.6464646464646,-7,-1,a01,8.1101667964459
Adults,484.8484848484848,-7,-1,a01,9.02246948748066
Adults,505.050505050505,-7,-1,a01,9.530051342222215
Adults,525.2525252525252,-7,-1,a01,10.401119672790541
Adults,545.4545454545454,-7,-1,a01,8.931100374517616
Adults,565.6565656565656,-7,-1,a01,8.953887888915757
Adults,585.8585858585858,-7,-1,a01,7.368976209428487
Adults,606.060606060606,-7,-1,a01,9.323255979545317
Adults,626.2626262626262,-7,-1,a01,8.739001071570561
Adults,646.4646464646464,-7,-1,a01,8.40883282300215
Adults,666.6666666666666,-7,-1,a01,9.259880533682459
Adults,686.8686868686868,-7,-1,a01,10.496536059418286
Adults,707.070707070707,-7,-1,a01,7.515445240019647
Adults,727.2727272727273,-7,-1,a01,9.092267344838628
Adults,747.4747474747475,-7,-1,a01,9.632270674033531
Adults,767.6767676767677,-7,-1,a01,8.603252709394425
Adults,787.8787878787879,-7,-1,a01,9.795960988748092
Adults,808.0808080808081,-7,-1,a01,9.823911781054308
Adults,828.2828282828282,-7,-1,a01,9.314775066238523
Adults,848.4848484848484,-7,-1,a01,6.802251657622552
Adults,868.6868686868686,-7,-1,a01,11.745083633909458
Adults,888.8888888888888,-7,-1,a01,8.859090463253295
Adults,909.090909090909,-7,-1,a01,9.59181100836711
Adults,929.2929292929292,-7,-1,a01,9.076274485823165
Adults,949.4949494949494,-7,-1,a01,9.674955241031682
Adults,969.6969696969696,-7,-1,a01,9.301843326622684
Adults,989.8989898989898,-7,-1,a01,8.094686811086687
Adults,1010.10101010101,-7,-1,a01,8.48962626911783
Adults,1030.3030303030303,-7,-1,a01,6.960020134325875
Adults,1050.5050505050503,-7,-1,a01,8.54364480077708
Adults,1070.7070707070707,-7,-1,a01,6.994649363919269
Adults,1090.9090909090908,-7,-1,a01,9.629470558838047
Adults,1111.111111111111,-7,-1,a01,5.307091075804387
Adults,1131.3131313131312,-7,-1,a01,6.228436983188503
Adults,1151.5151515151515,-7,-1,a01,7.241355950310327
Adults,1171.7171717171716,-7,-1,a01,6.639371432218579
Adults,1191.919191919192,-7,-1,a01,5.243191410854495
Adults,1212.121212121212,-7,-1,a01,4.529971630059523
Adults,1232.3232323232323,-7,-1,a01,5.356444951458884
Adults,1252.5252525252524,-7,-1,a01,4.874520465704656
Adults,1272.7272727272727,-7,-1,a01,2.7675652412359737
Adults,1292.9292929292928,-7,-1,a01,4.2541068954005
Adults,1313.131313131313,-7,-1,a01,4.064728748070657
Adults,1333.3333333333333,-7,-1,a01,3.6979540436031044
Adults,1353.5353535353534,-7,-1,a01,2.111289748363327
Adults,1373.7373737373737,-7,-1,a01,3.280441524493392
Adults,1393.9393939393938,-7,-1,a01,3.8163826729353874
Adults,1414.141414141414,-7,-1,a01,2.5236437991205154
Adults,1434.3434343434342,-7,-1,a01,0.558098360736675
Adults,1454.5454545454545,-7,-1,a01,0.8816046936459145
Adults,1474.7474747474746,-7,-1,a01,1.284804689739312
Adults,1494.949494949495,-7,-1,a01,-0.08839901448054255
Adults,1515.151515151515,-7,-1,a01,-1.9799500524478484
Adults,1535.3535353535353,-7,-1,a01,0.6807118033676709
Adults,1555.5555555555554,-7,-1,a01,-1.4139255195182725
Adults,1575.7575757575758,-7,-1,a01,-1.5379798123965283
Adults,1595.9595959595958,-7,-1,a01,0.16105603759932685
Adults,1616.1616161616162,-7,-1,a01,-2.493261060602853
Adults,1636.3636363636363,-7,-1,a01,-1.246899267428954
Adults,1656.5656565656564,-7,-1,a01,-3.72347248841096
Adults,1676.7676767676767,-7,-1,a01,-3.183541330009892
Adults,1696.9696969696968,-7,-1,a01,-3.264227502445026
Adults,1717.171717171717,-7,-1,a01,-4.715878702229378
Adults,1737.3737373737372,-7,-1,a01,-4.532842779990986
Adults,1757.5757575757575,-7,-1,a01,-4.271552075253653
Adults,1777.7777777777776,-7,-1,a01,-3.9098266828529264
Adults,1797.979797979798,-7,-1,a01,-6.561535709471356
Adults,1818.181818181818,-7,-1,a01,-5.583334347985201
Adults,1838.3838383838383,-7,-1,a01,-4.7913717140580525
Adults,1858.5858585858584,-7,-1,a01,-6.391888589727869
Adults,1878.7878787878788,-7,-1,a01,-5.9217024181722016
Adults,1898.9898989898988,-7,-1,a01,-5.942819765024433
Adults,1919.1919191919192,-7,-1,a01,-6.442947665935027
Adults,1939.3939393939393,-7,-1,a01,-6.322497513932168
Adults,1959.5959595959594,-7,-1,a01,-7.352249605856964
Adults,1979.7979797979797,-7,-1,a01,-7.885409462461528
Adults,2000.0,-7,-1,a01,-10.345091763040754
Adults,0.0,-6,-1,a01,1.7281344427801357
Adults,20.2020202020202,-6,-1,a01,0.6104524651924091
Adults,40.4040404040404,-6,-1,a01,0.8251972657624145
Adults,60.6060606060606,-6,-1,a01,2.344830051125528
Adults,80.8080808080808,-6,-1,a01,0.7259810344551371
Adults,101.01010101010101,-6,-1,a01,1.3635713665714788
Adults,121.2121212121212,-6,-1,a01,4.577784645323041
Adults,141.4141414141414,-6,-1,a01,2.5542287535048476
Adults,161.6161616161616,-6,-1,a01,4.535172527415917
Adults,181.8181818181818,-6,-1,a01,1.8167381976146237
Adults,202.02020202020202,-6,-1,a01,3.4129121848227966
Adults,222.2222222222222,-6,-1,a01,4.3239968002637905
Adults,242.4242424242424,-6,-1,a01,4.581141599549394
Adults,262.6262626262626,-6,-1,a01,3.6038207693129625
Adults,282.8282828282828,-6,-1,a01,4.949343692551862
Adults,303.030303030303,-6,-1,a01,4.165027118058912
Adults,323.2323232323232,-6,-1,a01,6.258726815880199
Adults,343.4343434343434,-6,-1,a01,6.925077798499888
Adults,363.6363636363636,-6,-1,a01,3.899804444237502
Adults,383.83838383838383,-6,-1,a01,7.634708374829727
Adults,404.04040404040404,-6,-1,a01,5.421466862332911
Adults,424.2424242424242,-6,-1,a01,7.369609064594282
Adults,444.4444444444444,-6,-1,a01,7.8154798954701015
Adults,464.6464646464646,-6,-1,a01,7.184430380903434
Adults,484.8484848484848,-6,-1,a01,6.9555712642532175
Adults,505.050505050505,-6,-1,a01,7.969630633838843
Adults,525.2525252525252,-6,-1,a01,8.433670759533975
Adults,545.4545454545454,-6,-1,a01,9.05529598365579
Adults,565.6565656565656,-6,-1,a01,6.283099011232508
Adults,585.8585858585858,-6,-1,a01,6.848527314598063
Adults,606.060606060606,-6,-1,a01,10.050556717941
Adults,626.2626262626262,-6,-1,a01,9.787581515916186
Adults,646.4646464646464,-6,-1,a01,9.282387920027826
Adults,666.6666666666666,-6,-1,a01,9.65359376346186
Adults,686.8686868686868,-6,-1,a01,9.93192367338299
Adults,707.070707070707,-6,-1,a01,6.41504841724827
Adults,727.2727272727273,-6,-1,a01,10.232257208982343
Adults,747.4747474747475,-6,-1,a01,8.667710726824758
Adults,767.6767676767677,-6,-1,a01,9.398691188187643
Adults,787.8787878787879,-6,-1,a01,8.872924639947337
Adults,808.0808080808081,-6,-1,a01,10.024687513739693
Adults,828.2828282828282,-6,-1,a01,8.773548012035205
Adults,848.4848484848484,-6,-1,a01,9.594531374988645
Adults,868.6868686868686,-6,-1,a01,8.6241361206994
Adults,888.8888888888888,-6,-1,a01,7.84571631978995
Adults,909.090909090909,-6,-1,a01,10.05721333524643
Adults,929.2929292929292,-6,-1,a01,9.481972040825939
Adults,949.4949494949494,-6,-1,a01,10.344551283639289
Adults,969.6969696969696,-6,-1,a01,8.550210264213115
Adults,989.8989898989898,-6,-1,a01,9.460603320169895
Adults,1010.10101010101,-6,-1,a01,10.147591351288666
Adults,1030.3030303030303,-6,-1,a01,7.713563331426328
Adults,1050.5050505050503,-6,-1,a01,6.4815658174052935
Adults,1070.7070707070707,-6,-1,a01,7.361554553941243
Adults,1090.9090909090908,-6,-1,a01,7.170513081105718
Adults,1111.111111111111,-6,-1,a01,7.307504693613406
Adults,1131.3131313131312,-6,-1,a01,8.627404110479402
Adults,1151.5151515151515,-6,-1,a01,6.336638775242788
Adults,1171.7171717171716,-6,-1,a01,6.772302393219447
Adults,1191.919191919192,-6,-1,a01,5.897401942908373
Adults,1212.121212121212,-6,-1,a01,5.861057833843693
Adults,1232.3232323232323,-6,-1,a01,5.860395610144689
Adults,1252.5252525252524,-6,-1,a01,6.57098643542777
Adults,1272.7272727272727,-6,-1,a01,5.051735732803998
Adults,1292.9292929292928,-6,-1,a01,5.322640697323411
Adults,1313.131313131313,-6,-1,a01,5.060312271493288
Adults,1333.3333333333333,-6,-1,a01,4.860702608422368
Adults,1353.5353535353534,-6,-1,a01,3.0293975317118984
Adults,1373.7373737373737,-6,-1,a01,4.882495201205153
Adults,1393.9393939393938,-6,-1,a01,2.5210219398685974
