age,y
g3,24513.0
g3,24526.5
g3,24558.0
g3,24564.0
g3,24576.5
g3,24600.0
g3,24607.5
g3,24627.5
g3,24628.5
g3,24676.0
g3,24703.0
g3,24703.0
g3,24744.0
g3,24752.5
g3,24795.0
g3,24834.0
g3,24909.5
g3,24957.0
g3,24968.0
g3,24980.5
g3,25127.0
g3,25129.0
g3,25129.0
g3,25143.0
g3,25143.0
g3,25156.5
g3,25175.5
g3,25225.0
g3,25225.5
g3,25243.5
g3,25292.0
g3,25310.5
g3,25332.5
g3,25369.5
g3,25392.0
g3,25447.5
g3,25451.0
g3,25458.0
g3,25508.5
g3,25520.5
g3,25530.0
g3,25541.5
g3,25553.5
g3,25556.5
g3,25611.0
g3,25623.5
g3,25706.5
g3,25720.0
g3,25824.5
g3,25875.5
g3,25882.0
g3,25974.5
g3,26047.0
g3,26092.5
g3,26110.5
g3,26134.5
g3,26139.0
g3,26159.5
g3,26174.0
g3,26180.5
g3,26190.0
g3,26192.0
g3,26242.5
g3,26259.5
g3,26302.0
g3,26414.0
g3,26434.5
g3,26448.0
g3,26537.5
g3,26565.0
g3,26576.5
g3,26613.0
g3,26655.5
g3,26660.0
g3,26780.0
g3,26792.0
g3,26812.5
g3,26820.5
g3,26832.5
g3,26934.5
g3,26941.0
g3,27008.5
g3,27011.0
g3,27037.5
g3,27058.0
g3,27123.0
g3,27132.5
g3,27135.0
g3,27176.5
g3,27188.5
g3,27197.0
g3,27199.5
g3,27229.5
g3,27249.0
g3,27285.5
g3,27286.0
g3,27315.0
g3,27327.0
g3,27369.0
g3,27371.5
g3,27380.0
g3,27478.5
g3,27507.5
g3,27509.0
g3,27514.0
g3,27514.0
g3,27534.5
g3,27550.0
g3,27616.0
g3,27629.0
g3,27634.5
g3,27684.5
g3,27685.5
g3,27727.0
g3,27829.0
g3,27858.0
g3,27910.5
g3,27936.0
g3,27939.0
g3,27947.0
g3,27953.0
g3,28014.5
g3,28043.5
g3,28069.5
g3,28083.5
g3,28097.0
g3,28110.0
g3,28124.5
g3,28146.0
g3,28240.0
g3,28258.5
g3,28303.0
g3,28315.0
g3,28358.5
g3,28378.5
g3,28440.5
g3,28440.5
g3,28454.0
g3,28467.5
g3,28467.5
g3,28501.0
g3,28517.5
g3,28531.0
g3,28533.5
g3,28578.0
g3,28608.0
g3,28671.0
g3,28681.0
g3,28687.5
g3,28703.0
g3,28738.5
g3,28804.0
g3,28811.5
g3,28848.5
g3,28958.0
g3,28984.0
g3,29079.0
g3,29113.5
g3,29120.0
g3,29128.0
g3,29159.0
g3,29179.5
g3,29189.0
g3,29212.5
g3,29254.0
g3,29263.0
g3,29308.5
g3,29319.5
g3,29326.5
g3,29333.5
g3,29333.5
g3,29346.0
g3,29354.0
g3,29375.0
g3,29417.0
g3,29498.5
g3,29517.0
g3,29546.0
g3,29627.5
g3,29670.0
g3,29704.5
g3,29774.5
g3,29814.5
g3,29873.5
g3,29907.5
g3,29917.5
g3,29945.5
g3,29961.0
g3,29968.5
g3,30052.0
g3,30084.5
g3,30126.0
g3,30158.0
g3,30185.5
g3,30210.0
g3,30240.5
g3,30326.5
g3,30346.5
g3,30409.5
g3,30449.0
g3,30454.5
g3,30542.0
g3,30633.5
g3,30687.0
g3,30704.5
g3,30711.5
g3,30774.0
g3,30818.5
g3,30941.0
g3,30977.5
g3,30987.0
g3,30996.5
g3,31016.5
g3,31042.5
g3,31060.5
g3,31063.5
g3,31065.0
g3,31085.0
g3,31105.5
g3,31120.0
g3,31147.0
g3,31205.0
g3,31209.5
g3,31229.5
g3,31270.0
g3,31279.5
g3,31281.0
g3,31326.0
g3,31377.5
g3,31394.5
g3,31408.0
g3,31421.5
g3,31421.5
g3,31513.5
g3,31525.0
g3,31566.0
g3,31576.0
g3,31620.0
g3,31655.0
g3,31678.5
g3,31800.0
g3,31820.0
g3,31842.5
g3,31847.5
g3,31859.0
g3,31861.5
g3,31901.0
g3,31959.5
g3,31972.0
g3,31972.5
g3,31985.0
g3,32011.0
g3,32031.5
g3,32085.0
g3,32162.0
g3,32190.5
g3,32191.0
g3,32191.5
g3,32263.0
g3,32265.0
g3,32356.5
g3,32606.0
g3,32624.5
g3,32632.5
g3,32672.0
g3,32686.0
g3,32699.5
g3,32752.0
g3,32767.5
g3,32795.5
g3,32836.0
g3,32836.5
g3,32837.0
g3,32982.5
g3,33004.5
g3,33033.0
g3,33036.0
g3,33064.0
g3,33112.0
g3,33112.0
g3,33119.5
g3,33166.5
g3,33209.0
g3,33212.0
g3,33222.5
g3,33243.5
g3,33254.5
g3,33278.0
g3,33398.0
g3,33406.5
g3,33476.0
g3,33482.5
g3,33508.5
g3,33531.5
g3,33534.0
g3,33541.0
g3,33579.0
g3,33581.5
g3,33589.5
g3,33603.0
g3,33609.0
g3,33627.0
g3,33633.0
g3,33660.0
g3,33730.0
g3,33743.5
g3,33765.0
g3,33786.0
g3,33821.5
g3,33888.0
g3,33929.5
g3,33930.0
g3,33949.5
g3,33949.5
g3,33998.5
g3,34032.0
g3,34059.5
g3,34135.5
g3,34145.0
g3,34160.0
g3,34173.5
g3,34186.0
g3,34187.5
g3,34321.0
g3,34329.5
g3,34338.5
g3,34355.0
g3,34416.5
g3,34425.5
g3,34467.5
g3,34595.5
g3,34732.5
g3,34749.5
g3,34760.5
g3,34791.5
g3,34815.5
g3,34870.5
g3,34878.5
g3,34960.0
g3,34980.5
g3,35023.0
g3,35041.5
g3,35042.0
g3,35120.0
g3,35148.0
g3,35234.0
g3,35249.5
g3,35268.5
g3,35286.5
g3,35290.5
g3,35295.5
g3,35324.0
g3,35516.5
g3,35542.0
g3,35585.0
g3,35620.5
g3,35692.0
g3,35742.5
g3,35790.5
g3,35814.5
g3,35823.5
g3,35834.5
g3,35858.5
g3,35887.5
g3,35897.0
g3,35929.0
g3,35940.5
g3,35956.0
g3,36051.0
g3,36238.0
g3,36312.0
g3,36313.5
g3,36377.5
g3,36388.5
g3,36462.5
g3,36499.5
g3,36505.0
g3,36582.5
g3,36619.5
g3,36699.5
g3,36718.0
g3,36740.5
g3,36755.5
g3,36764.5
g3,36766.5
g3,36823.5
g3,36854.0
g3,36986.0
g3,37022.5
g3,37109.0
g3,37111.5
g3,37153.5
g3,37234.0
g3,37315.5
g3,37467.5
g3,37517.5
g3,37528.5
g3,37604.5
g3,37644.5
g3,37770.5
g3,37802.5
g3,37892.0
g3,37943.0
g3,38007.0
g3,38101.0
g3,38116.5
g3,38156.0
g3,38168.0
g3,38175.5
g3,38201.0
g3,38280.5
g3,38312.0
g3,38342.5
g3,38346.5
g3,38349.0
g3,38354.0
g3,38382.5
g3,38406.0
g3,38435.5
g3,38481.0
g3,38655.5
g3,38670.5
g3,38677.0
g3,38687.0
g3,38697.0
g3,38725.5
g3,38751.5
g3,38751.5
g3,38754.5
g3,38797.0
g3,38848.0
g3,38897.5
g3,38923.0
g3,38923.5
g3,39013.0
g3,39058.5
g3,39115.5
g3,39228.0
g3,39232.0
g3,39252.0
g3,39254.5
g3,39313.5
g3,39353.5
g3,39373.0
g3,39390.5
g3,39411.0
g3,39431.5
g3,39442.5
g3,39460.0
g3,39501.0
g3,39524.5
g3,39543.0
g3,39589.5
g3,39596.5
g3,39610.5
g3,39695.5
g3,39762.0
g3,39762.0
g3,39768.5
g3,39789.0
g3,39865.5
g3,39880.0
g3,39887.5
g3,39935.5
g3,40043.0
g3,40194.0
g3,40215.0
g3,40291.0
g3,40300.0
g3,40358.5
g3,40489.0
g3,40562.5
g3,40635.0
g3,40645.5
g3,40698.0
g3,40865.0
g3,40883.5
g3,40905.0
g3,40926.5
g3,40929.5
g3,41022.5
g3,41028.0
g3,41039.5
g3,41063.5
g3,41303.5
g3,41334.0
g3,41363.5
g3,41383.5
g3,41437.5
g3,41438.5
g3,41494.0
g3,41534.0
g3,41541.5
g3,41616.5
g3,41756.0
g3,41925.0
g3,41997.5
g3,42042.0
g3,42056.5
g3,42063.0
g3,42107.5
g3,42138.0
g3,42145.0
g3,42167.5
g3,42216.5
g3,42330.5
g3,42756.5
g3,42885.5
g3,42948.0
g3,43013.5
g3,43085.5
g3,43144.0
g3,43155.0
g3,43175.5
g3,43257.0
g3,43531.0
g3,43697.5
g3,43698.5
g3,43732.0
g3,43836.5
g3,43856.0
g3,43878.5
g3,43903.5
g3,43970.5
g3,43979.5
g3,44020.5
g3,44117.0
g3,44171.5
g3,44176.0
g3,44185.5
g3,44187.0
g3,44192.5
g3,44254.5
g3,44258.0
g3,44378.0
g3,44423.0
g3,44456.5
g3,44492.0
g3,44632.0
g3,44652.5
g3,44719.0
g3,44843.5
g3,44874.0
g3,45061.0
g3,45095.0
g3,45305.0
g3,45381.5
g3,45614.5
g3,45911.5
g3,46156.0
g3,46178.0
g3,46306.5
g3,46308.0
g3,46568.0
g3,46584.5
g3,46591.5
g3,46716.0
g3,46784.0
g3,46801.5
g3,46869.0
g3,46965.0
g3,46972.0
g3,46988.5
g3,47055.5
g3,47125.5
g3,47252.0
g3,47263.0
g3,47295.0
g3,47381.0
g3,47414.0
g3,47543.5
g3,47599.5
g3,47607.0
g3,47632.0
g3,47676.0
g3,47709.5
g3,47900.5
g3,47908.5
g3,47909.5
g3,48086.0
g3,48097.5
g3,48201.5
g3,48232.0
g3,48504.5
g3,48551.0
g3,48569.5
g3,48589.0
g3,48597.5
g3,48606.0
g3,48652.0
g3,48685.0
g3,48718.0
g3,48829.5
g3,49116.0
g3,49173.5
g3,49312.5
g3,49323.0
g3,49324.0
g3,49468.5
g3,49638.5
g3,49696.0
g3,49717.0
g3,49791.5
g3,49907.5
g3,50066.0
g3,50268.0
g3,50326.0
g3,50441.5
g3,50602.0
g3,50838.5
g3,50842.5
g3,50847.5
g3,50975.5
g3,50987.0
g3,51011.0
g3,51093.0
g3,51110.0
g3,51166.5
g3,51274.5
g3,51411.0
g3,51426.5
g3,51466.0
g3,51563.5
g3,51567.0
g3,51577.5
g3,51582.5
g3,51583.5
g3,51584.5
g3,51921.0
g3,52295.0
g3,52329.5
g3,52445.5
g3,52549.0
g3,52589.5
g3,52683.0
g3,52835.0
g3,52903.5
g3,52965.0
g3,53018.0
g3,53049.0
g3,53171.0
g3,53417.5
g3,53447.0
g3,53511.0
g3,53536.5
g3,53630.5
g3,53755.0
g3,53862.0
g3,53956.0
g3,54163.0
g3,54297.0
g3,54308.5
g3,54337.5
g3,54407.5
g3,54480.0
g3,54593.0
g3,54642.0
g3,55602.0
g3,55703.5
g3,55719.5
g3,55767.5
g3,55781.5
g3,55890.0
g3,55923.5
g3,56125.0
g3,56253.0
g3,56392.0
g3,56594.0
g3,57231.0
g3,57760.5
g3,57815.0
g3,57944.0
g3,58014.5
g3,58172.0
g3,58268.0
g3,58435.5
g3,58580.5
g3,58613.5
g3,58642.0
g3,58679.0
g3,59083.0
g3,59150.0
g3,59356.5
g3,59443.0
g3,59657.5
g3,59672.5
g3,59779.5
g3,59910.0
g3,60057.0
g3,61071.0
g3,61519.5
g3,61726.5
g3,62040.5
g3,62199.0
g3,62439.0
g3,62446.5
g3,63152.0
g3,63675.0
g3,63722.5
g3,63762.0
g3,64786.5
g3,64904.5
g3,65176.5
g3,65498.5
g3,66348.5
g3,66497.5
g3,66777.5
g3,67205.5
g3,67253.5
g3,67265.0
g3,67322.0
g3,68187.5
g3,68827.0
g3,69355.5
g3,69506.5
g3,69933.0
g3,70190.0
g3,70311.0
g3,70452.0
g3,70502.5
g3,71587.5
g3,71590.5
g3,72063.5
g3,72205.5
g3,72392.0
g3,73375.5
g3,73801.5
g3,74014.5
g3,75718.0
g3,75930.5
g3,76044.5
g3,76267.0
g3,76569.5
g3,76569.5
g3,76655.0
g3,77187.5
g3,78609.5
g3,78699.0
g3,79179.5
g3,81680.5
g3,81749.0
g3,82106.5
g3,82532.5
g3,83512.0
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g3,83810.5
g2,886.5
g2,949.0
g2,1266.5
g2,1701.5
g2,1879.5
g2,2102.0
g2,2187.5
g2,2194.0
g2,2198.0
g2,2455.0
g2,2560.0
g2,2738.0
g2,2799.0
g2,2954.0
g2,3167.5
g2,3437.5
g2,3517.0
g2,3524.5
g2,3539.5
g2,3549.5
g2,3561.5
g2,3562.5
g2,3587.5
g2,3589.5
g2,3638.5
g2,3723.5
g2,3791.0
g2,3803.0
g2,3852.5
g2,3855.0
g2,3894.0
g2,3899.5
g2,3969.5
g2,3992.0
g2,4013.0
g2,4060.0
g2,4098.5
g2,4222.5
g2,4247.5
g2,4261.5
g2,4276.0
g2,4345.0
g2,4444.5
g2,4582.5
g2,4589.0
g2,4591.0
g2,4696.5
g2,4703.5
g2,4742.5
g2,4761.0
g2,4791.0
g2,4837.0
g2,4911.5
g2,4914.5
g2,4933.0
g2,4981.5
g2,4999.0
g2,5004.5
g2,5092.5
g2,5106.5
g2,5106.5
g2,5236.0
g2,5273.0
g2,5280.0
g2,5283.5
g2,5304.0
g2,5412.0
g2,5419.0
g2,5439.5
g2,5471.5
g2,5476.5
g2,5496.0
g2,5535.0
g2,5557.5
g2,5606.0
g2,5606.0
g2,5621.0
g2,5625.0
g2,5652.5
g2,5659.0
g2,5682.5
g2,5738.0
g2,5781.5
g2,5843.0
g2,5867.0
g2,5867.0
g2,5867.0
g2,5869.5
g2,5906.0
g2,6038.5
g2,6048.5
g2,6072.0
g2,6075.5
g2,6186.5
g2,6192.0
g2,6210.0
g2,6267.5
g2,6334.0
g2,6335.0
g2,6348.5
g2,6360.0
g2,6399.5
g2,6403.0
g2,6430.5
g2,6444.5
g2,6490.5
g2,6514.0
g2,6529.0
g2,6541.5
g2,6609.0
g2,6655.0
g2,6661.5
g2,6678.0
g2,6691.5
g2,6701.5
g2,6755.5
g2,6759.5
g2,6759.5
g2,6760.5
g2,6761.0
g2,6762.5
g2,6770.5
g2,6782.0
g2,6793.0
g2,6812.0
g2,6854.0
g2,6869.5
g2,6886.0
g2,6889.5
g2,6904.0
g2,6916.5
g2,6924.5
g2,6927.5
g2,6946.0
g2,6961.0
g2,6994.0
g2,7003.0
g2,7006.0
g2,7048.0
g2,7117.0
g2,7182.5
g2,7209.5
g2,7248.0
g2,7253.5
g2,7269.0
g2,7302.5
g2,7408.0
g2,7409.0
g2,7424.0
g2,7474.0
g2,7500.5
g2,7515.5
g2,7531.5
g2,7538.5
g2,7543.0
g2,7556.0
g2,7556.5
g2,7569.0
g2,7570.5
g2,7597.5
g2,7602.5
g2,7613.0
g2,7648.5
g2,7663.5
g2,7696.5
g2,7716.0
g2,7771.5
g2,7841.0
g2,7877.5
g2,7914.0
g2,7941.0
g2,7941.0
g2,7954.5
g2,7955.0
g2,7995.0
g2,8052.5
g2,8054.0
g2,8089.0
g2,8089.5
g2,8093.5
g2,8098.5
g2,8119.5
g2,8176.0
g2,8244.0
g2,8250.5
g2,8312.5
g2,8381.0
g2,8381.0
g2,8381.0
g2,8403.0
g2,8408.0
g2,8484.5
g2,8486.0
g2,8508.5
g2,8535.5
g2,8643.0
g2,8652.0
g2,8672.0
g2,8712.0
g2,8744.0
g2,8790.0
g2,8797.5
g2,8799.0
g2,8807.0
g2,8820.5
g2,8833.0
g2,8863.5
g2,8903.0
g2,8939.5
g2,8946.5
g2,8947.0
g2,8978.5
g2,8989.0
g2,9020.0
g2,9077.5
g2,9099.5
g2,9175.5
g2,9181.0
g2,9188.0
g2,9189.0
g2,9191.5
g2,9205.5
g2,9252.5
g2,9257.5
g2,9258.5
g2,9276.5
g2,9301.0
g2,9318.0
g2,9328.5
g2,9330.0
g2,9335.0
g2,9336.5
g2,9413.5
g2,9473.0
g2,9473.5
g2,9480.5
g2,9493.0
g2,9497.0
g2,9511.0
g2,9562.5
g2,9590.0
g2,9590.5
g2,9592.5
g2,9613.0
g2,9617.5
g2,9624.5
g2,9631.0
g2,9631.5
g2,9661.0
g2,9690.0
g2,9699.5
g2,9734.0
g2,9755.0
g2,9831.5
g2,9843.0
g2,9851.0
g2,9954.5
g2,9969.0
g2,10017.0
g2,10050.5
g2,10057.0
g2,10057.0
g2,10173.0
g2,10245.5
g2,10285.5
g2,10301.5
g2,10304.0
g2,10325.0
g2,10434.0
g2,10453.5
