"",x
235,2.12813903514661e-6
236,2.87899881051015e-6
237,3.59442837040258e-6
238,4.23052442239919e-6
239,4.71043604323164e-6
240,5.0615089859208e-6
241,5.44005987703838e-6
242,5.89000456065126e-6
243,6.05189170339069e-6
244,5.82414829657965e-6
245,5.25899515382181e-6
246,4.56232352856243e-6
247,3.94534646517232e-6
248,3.50395341282675e-6
249,3.39155987347196e-6
250,3.48202165659974e-6
251,3.67392282163694e-6
252,3.86583990915093e-6
253,4.03583633326915e-6
254,4.16745158167047e-6
255,4.27987606393874e-6
256,4.44989231737578e-6
257,4.74607853764424e-6
258,5.16847627121656e-6
259,5.74183909905004e-6
260,6.41412279080658e-6
261,7.16892681744964e-6
262,7.98709181630175e-6
263,8.90988539322081e-6
264,9.96763853580011e-6
265,0.0000111825076965268
266,0.0000125024443850707
267,0.0000139385933544546
268,0.000015455308635771
269,0.0000170251682418516
270,0.0000187199520249173
271,0.000020451632154813
272,0.0000224328736659904
273,0.0000247885636566631
274,0.0000276635426834656
275,0.0000309431592636733
276,0.0000345623316294058
277,0.0000383057519161509
278,0.0000419652179123222
279,0.0000454566952289602
280,0.0000489273010047328
281,0.0000524859223913977
282,0.0000564824149203035
283,0.0000611762280296854
284,0.0000668235349094364
285,0.0000734190344566636
286,0.0000808934196890225
287,0.0000889002853688238
288,0.0000969902449925574
289,0.000104683011874115
290,0.000112074875062695
291,0.000119271847830758
292,0.000127256370714924
293,0.000137172660950699
294,0.000150074733971188
295,0.000165673430838908
296,0.000183074808843339
297,0.000200905660719349
298,0.000219104475365728
299,0.000237333440732614
300,0.000256155130029427
301,0.000277679778901974
302,0.0003024793457436
303,0.000328817977417403
304,0.000355429653978862
305,0.000382419738383733
306,0.000416026833239654
307,0.000456513047559425
308,0.000499532400189658
309,0.000542257990444652
310,0.000584344971666511
311,0.000628554959946311
312,0.000678546757248785
313,0.000732501730675302
314,0.000788854152951997
315,0.000842968025810652
316,0.000891145377664793
317,0.000934854835103336
318,0.000976064969857828
319,0.00101515186646843
320,0.00105197826395015
321,0.00108659514549602
322,0.00111898975137526
323,0.00114916041885384
324,0.00117723485305874
325,0.00120323366264621
326,0.00122725731112009
327,0.00124942825207792
328,0.0012698255869327
329,0.00128854820840881
330,0.00130573243447301
331,0.0000381240085037207
332,2.22404759419461e-6
333,1.87333902934707e-6
334,1.38022779946461e-6
335,1.04605959971027e-6
336,1.01867076623281e-6
337,9.14595352569735e-7
338,8.32433619330146e-7
339,7.53012818597036e-7
340,6.95502876223318e-7
341,6.13347717493429e-7
342,5.85963212406516e-7
343,6.40732496488391e-7
344,7.99569961551772e-7
345,1.01319347624426e-6
346,1.27887704207835e-6
347,1.53910866719525e-6
348,1.69799885426789e-6
349,1.75552951335659e-6
350,1.73635103723695e-6
351,1.66786053649559e-6
352,1.64868326650243e-6
353,1.59937236579193e-6
354,1.59937236579193e-6
355,1.61580990827499e-6
356,1.65964291641164e-6
357,1.6541646400473e-6
358,1.70073792394104e-6
359,1.77470834582543e-6
360,1.90347553866375e-6
361,2.03224901016334e-6
362,2.21309027409175e-6
363,2.36928090183673e-6
364,2.48163142109321e-6
365,2.61865152762405e-6
366,2.73649189738495e-6
367,2.93107985409068e-6
368,3.15309158620358e-6
369,3.47655084766763e-6
370,3.82746509954108e-6
371,4.20584489505907e-6
372,4.61170161698019e-6
373,5.07247662117094e-6
374,5.58271282358695e-6
375,6.14518126440094e-6
376,6.75991449452609e-6
377,7.42969193873134e-6
378,8.12983830151562e-6
379,8.83290935476807e-6
380,9.58561878316238e-6
381,0.0000103660183347405
382,0.0000112511104270291
383,0.0000121969865581841
384,0.000013286242590272
385,0.0000145135492533007
386,0.0000158543055597364
387,0.000017322467641831
388,0.0000188713673634864
389,0.0000204708026923847
390,0.000022176065030193
391,0.0000240923172613742
392,0.0000262531684526016
393,0.0000285955333918559
394,0.0000310755461757548
395,0.0000338377503987255
396,0.0000368330391900211
397,0.000040276171612653
398,0.0000444861480485751
399,0.0000495614098857257
400,0.0000553978593755952
401,0.0000616558340694805
402,0.0000683100111938098
403,0.0000757939488490169
404,0.0000843883649599512
405,0.0000941690482267467
406,0.000104852987765326
407,0.000116364810098838
408,0.000129277192718418
409,0.000143892294420158
410,0.000160338918499384
411,0.000179001784315702
412,0.000199652406371772
413,0.000221843720895353
414,0.000245332610340925
415,0.000270834801828634
416,0.000303471881860765
417,0.000341880441187456
418,0.000381588242085843
419,0.000419458830182091
420,0.000456399818261837
421,0.000497695497640554
422,0.00054682884366522
423,0.000600168955032487
424,0.000655189288592097
425,0.000709556951697848
426,0.00076264237820483
427,0.000809430689341098
428,0.000851954506641559
429,0.000891143320599877
430,0.000928462464821374
431,0.000963713880084198
432,0.000996881313882835
433,0.00102795059638733
434,0.00105696172026012
435,0.00108396674202603
436,0.00110901346881692
437,0.00113217741241122
438,0.00115356680693844
439,0.00117326820693458
440,0.00119137460676275
441,0.0000501408094593183
442,3.14489509505786e-6
443,2.22404583996453e-6
444,1.91169272045496e-6
445,1.51719334190163e-6
446,1.36927267180159e-6
447,1.28709729282648e-6
448,1.2268375953098e-6
449,1.1172766712854e-6
450,9.584204392827e-7
451,8.26960109631625e-7
452,8.05050182607959e-7
453,9.85805930459975e-7
454,1.44596963741499e-6
455,2.09252115189835e-6
456,2.82692887721287e-6
457,3.517676445551e-6
458,4.13182361186021e-6
459,4.59800933585188e-6
460,4.94358387569443e-6
461,5.31663380547169e-6
462,5.75010205709982e-6
463,5.90923815213639e-6
464,5.70070491168794e-6
465,5.1739691570744e-6
466,4.52118974695873e-6
467,3.94534646517232e-6
468,3.52862651505705e-6
469,3.41349053171672e-6
470,3.48476300260303e-6
471,3.64924996646009e-6
472,3.81375120561929e-6
473,3.96181332015337e-6
474,4.08794219760101e-6
475,4.20310492324275e-6
476,4.37859983193024e-6
477,4.66929432467708e-6
478,5.07522615585229e-6
479,5.6183994245654e-6
480,6.24950604346035e-6
481,6.96311153636907e-6
482,7.74828624643313e-6
483,8.63257348770821e-6
484,9.64903784446186e-6
485,0.0000108143322948421
486,0.0000120791474900977
487,0.00001346560648961
488,0.0000149573148471402
489,0.0000165268890339341
490,0.0000182351278849682
491,0.0000199885379652492
492,0.0000219639312289609
493,0.0000242723186427374
494,0.0000270363142792066
495,0.0000301631994255802
496,0.0000336043431389969
497,0.000037177608388787
498,0.0000407164367669895
499,0.0000441647229960015
500,0.0000476503536765319
501,0.0000512518071450946
502,0.0000552771347843669
503,0.0000599912029724756
504,0.0000656220886478878
505,0.0000721530486720441
506,0.0000795228521027632
507,0.0000873989760566504
508,0.0000953602638955503
509,0.000102957875296848
510,0.000110302520966389
511,0.000117523291336443
512,0.000125525548783188
513,0.000135352530515627
514,0.00014796135448652
515,0.000163106033981109
516,0.000179974376343081
517,0.000197347409935378
518,0.000215214575340591
519,0.000233284898813742
520,0.000252055060740602
521,0.000273430808651778
522,0.000297908232849987
523,0.000323901569351095
524,0.000350272063611582
525,0.000377164932945274
526,0.000410641739653289
527,0.000450657042064337
528,0.000493042385561867
529,0.000535136937734888
530,0.000576786413962879
531,0.000620871363612973
532,0.000670904940689658
533,0.000724996421999401
534,0.000781412410503755
535,0.000835645428107015
536,0.00088434023261921
537,0.000928549591706506
538,0.000970321924778817
539,0.00100997882565897
540,0.001047385652973
541,0.00108257971554511
542,0.00111554215573627
543,0.00114626912133267
544,0.00117488187190102
545,0.00120140305446414
546,0.00122592258536285
547,0.00124856510699216
548,0.00126940355907694
549,0.00128854382507729
550,0.00130611640316385
551,0.0000366474622892416
552,2.14733407218797e-6
553,1.80211359772982e-6
554,1.3364029038229e-6
555,1.02414912473529e-6
556,9.96760510437073e-7
557,8.98163153860395e-7
558,8.16001913724837e-7
559,7.39320073008399e-7
560,6.79071992392298e-7
561,5.96917326687559e-7
562,5.69532985935778e-7
563,6.24301941344072e-7
564,7.77661459032381e-7
565,9.85805930459975e-7
566,1.24327020495804e-6
567,1.48980319321141e-6
568,1.64321225357816e-6
569,1.70348094080091e-6
570,1.69252044110947e-6
571,1.63772715244476e-6
572,1.62676796847381e-6
573,1.58293605673114e-6
574,1.58293605673114e-6
575,1.5884163339149e-6
576,1.62129191227687e-6
577,1.61033535954818e-6
578,1.64869039292446e-6
579,1.71444187904392e-6
580,1.83498851885172e-6
581,1.95554086148849e-6
582,2.12541943198226e-6
583,2.27338659993861e-6
584,2.38847276126452e-6
585,2.52548820603964e-6
586,2.65154419306171e-6
587,2.84886622691371e-6
588,3.0736116510863e-6
589,3.39158018117216e-6
590,3.73700158639959e-6
591,4.10988625422455e-6
592,4.51024540140615e-6
593,4.96551914619472e-6
594,5.4647652657241e-6
595,6.01349446614859e-6
596,6.61173714938556e-6
597,7.26501413236912e-6
598,7.95139530574878e-6
599,8.6434396546497e-6
600,9.37962180409231e-6
601,0.000010143483551096
602,0.0000110065257210451
603,0.0000119358291086528
604,0.0000130139851557134
605,0.000014230169118895
606,0.0000155625323622271
607,0.0000170112683980033
608,0.0000185379585621066
609,0.0000201096431574822
610,0.0000217815957526695
611,0.0000236534329580362
612,0.0000257642491323019
613,0.0000280702834255763
614,0.000030538761344331
615,0.0000332921216122469
616,0.0000362868136195031
617,0.0000397015204721972
618,0.0000438106190836047
619,0.0000486954808966586
620,0.0000542821551156937
621,0.0000602781098705426
622,0.0000666858007019325
623,0.0000739188742881592
624,0.0000822491662594018
625,0.0000917322999051688
626,0.000102073621292348
627,0.000113225436404215
628,0.000125776268843957
629,0.000140050147236087
630,0.000156161026929195
631,0.000174405955265383
632,0.000194545871036259
633,0.000216234170285247
634,0.000239277732410365
635,0.000264349878858859
636,0.000296430172921535
637,0.000334021069778179
638,0.000372945752284427
639,0.000410343100965886
640,0.000447187106780888
641,0.000488577989107942
642,0.000537678625009958
643,0.000590841156941102
644,0.000645529337868804
645,0.000699657773522542
646,0.000752798153003111
647,0.000799876947290289
648,0.000843027946176751
649,0.000883043621460853
650,0.00092120348693591
651,0.000957311875140175
652,0.00099134284913464
653,0.00102326809502431
654,0.0010531206757955
655,0.00108094960636417
656,0.00110678752834022
657,0.00113071497449066
658,0.00115282907162726
659,0.00117321777914447
660,0.00119197586715252
661,0.0000479043862496263
662,3.03252803497319e-6
663,2.171987370708e-6
664,1.86785861559911e-6
665,1.4815829422629e-6
666,1.32818621557996e-6
667,1.24601206972261e-6
668,1.18301445336537e-6
669,1.07345528289793e-6
670,9.17340147909775e-7
671,7.88620230180472e-7
672,7.69449044034765e-7
673,9.58418384675687e-7
674,1.41583836374565e-6
675,2.05690326865009e-6
676,2.77485894391559e-6
677,3.44092452069941e-6
678,4.03312280132123e-6
679,4.48558262847212e-6
680,4.82565876546806e-6
681,5.193207733905e-6
682,5.61019955354838e-6
683,5.76658460088208e-6
684,5.57726152679622e-6
685,5.088943160327e-6
686,4.48005596535503e-6
687,3.94534646517232e-6
688,3.55329961728736e-6
689,3.43542118996148e-6
690,3.48750434860633e-6
691,3.62457711128324e-6
692,3.76166250208765e-6
693,3.8877903070376e-6
694,4.00843281353154e-6
695,4.12633378254676e-6
696,4.30730734648469e-6
697,4.59251011170992e-6
698,4.98197604048803e-6
699,5.49495975008075e-6
700,6.08488929611412e-6
701,6.75729625528851e-6
702,7.50948067656452e-6
703,8.35526158219562e-6
704,9.33043715312361e-6
705,0.0000104461568931574
706,0.0000116558505951246
707,0.0000129926196247654
708,0.0000144593210585094
709,0.0000160286098260165
710,0.0000177503037450192
711,0.0000195254437756855
712,0.0000214949887919313
713,0.0000237560736288117
714,0.0000264090858749477
715,0.0000293832395874872
716,0.000032646354648588
717,0.0000360494648614232
718,0.0000394676556216567
719,0.0000428727507630427
720,0.0000463734063483309
721,0.0000500176918987915
722,0.0000540718546484303
723,0.0000588061779152659
724,0.0000644206423863393
725,0.0000708870628874247
726,0.000078152284516504
727,0.000085897666744477
728,0.0000937302827985432
729,0.000101232738719581
730,0.000108530166870083
731,0.000115774734842129
732,0.000123794726851452
733,0.000133532400080554
734,0.000145847975001853
735,0.000160538637123309
736,0.000176873943842823
737,0.000193789159151406
738,0.000211324675315453
739,0.00022923635689487
740,0.000247954991451777
741,0.000269181838401583
742,0.000293337119956374
743,0.000318985161284786
744,0.000345114473244302
745,0.000371910127506815
746,0.000405256646066924
747,0.000444801036569249
748,0.000486552370934076
749,0.000528015885025123
750,0.000569227856259246
751,0.000613187767279634
752,0.000663263124130531
753,0.000717491113323499
754,0.000773970668055513
755,0.000828322830403379
756,0.000877535087573627
757,0.000922244348309676
758,0.000964578879699807
759,0.00100480578484952
760,0.00104279304199586
761,0.00107856428559421
762,0.00111209456009728
763,0.00114337782381149
764,0.00117252889074329
765,0.00119957244628207
766,0.0012245878596056
767,0.0012477019619064
768,0.00126898153122117
769,0.00128853944174576
770,0.0013065003718547
771,0.0000351709160747625
772,2.07062055018134e-6
773,1.73088816611257e-6
774,1.29257800818118e-6
775,1.00223864976031e-6
776,9.74850254641334e-7
777,8.81730955151054e-7
778,7.99570208119527e-7
779,7.25627327419761e-7
780,6.62641108561277e-7
781,5.80486935881689e-7
782,5.5310275946504e-7
783,6.07871386199752e-7
784,7.55752956512991e-7
785,9.58418384675687e-7
786,1.20766336783773e-6
787,1.44049771922757e-6
788,1.58842565288844e-6
789,1.65143236824523e-6
790,1.64868984498199e-6
791,1.60759376839394e-6
792,1.60485267044519e-6
793,1.56649974767035e-6
794,1.56649974767035e-6
795,1.56102275955481e-6
796,1.58294090814209e-6
797,1.56650607904906e-6
798,1.59664286190788e-6
799,1.6541754122624e-6
800,1.76650149903969e-6
801,1.87883271281363e-6
802,2.03774858987277e-6
803,2.17749229804049e-6
804,2.29531410143584e-6
805,2.43232488445524e-6
806,2.56659648873847e-6
807,2.76665259973675e-6
808,2.99413171596902e-6
809,3.3066095146767e-6
810,3.64653807325809e-6
811,4.01392761339003e-6
812,4.4087891858321e-6
813,4.85856167121849e-6
814,5.34681770786126e-6
815,5.88180766789624e-6
816,6.46355980424504e-6
817,7.1003363260069e-6
818,7.77295230998194e-6
819,8.45396995453133e-6
820,9.17362482502224e-6
821,9.92094876745156e-6
822,0.0000107619410150611
823,0.0000116746716591216
824,0.0000127417277211548
825,0.0000139467889844892
826,0.0000152707591647177
827,0.0000167000691541755
828,0.0000182045497607267
829,0.0000197484836225797
830,0.0000213871264751461
831,0.0000232145486546982
832,0.0000252753298120023
833,0.0000275450334592967
834,0.0000300019765129072
835,0.0000327464928257684
836,0.0000357405880489852
837,0.0000391268693317415
838,0.0000431350901186343
839,0.0000478295519075916
840,0.0000531664508557922
841,0.0000589003856716048
842,0.0000650615902100553
843,0.0000720437997273014
844,0.0000801099675588525
845,0.000089295551583591
846,0.0000992942548193698
847,0.000110086062709592
848,0.000122275344969496
849,0.000136208000052015
850,0.000151983135359005
851,0.000169810126215064
852,0.000189439335700746
853,0.000210624619675141
854,0.000233222854479806
855,0.000257864955889084
856,0.000289388463982305
857,0.000326161698368902
858,0.00036430326248301
859,0.000401227371749681
860,0.000437974395299939
861,0.00047946048057533
862,0.000528528406354695
863,0.000581513358849717
864,0.000635869387145512
865,0.000689758595347236
866,0.000742953927801392
867,0.00079032320523948
868,0.000834101385711943
869,0.00087494392232183
870,0.000913944509050446
871,0.000950909870196153
872,0.000985804384386446
873,0.00101858559366129
874,0.00104927963133089
875,0.00107793247070231
876,0.00110456158786351
877,0.0011292525365701
878,0.00115209133631607
879,0.00117316735135435
880,0.00119257712754229
881,0.0000456679630399342
882,2.92016097488852e-6
883,2.11992890145146e-6
884,1.82402451074325e-6
885,1.44597254262417e-6
886,1.28709975935833e-6
887,1.20492684661875e-6
888,1.13919131142094e-6
889,1.02963389451047e-6
890,8.7625985653685e-7
891,7.50280350729319e-7
892,7.3384790546157e-7
893,9.310308388914e-7
894,1.38570709007632e-6
895,2.02128538540183e-6
896,2.72278901061831e-6
897,3.36417259584783e-6
898,3.93442199078225e-6
899,4.37315592109236e-6
900,4.70773365524169e-6
901,5.06978166233831e-6
902,5.47029704999693e-6
903,5.62393104962778e-6
904,5.45381814190451e-6
905,5.00391716357959e-6
906,4.43892218375133e-6
907,3.94534646517232e-6
908,3.57797271951767e-6
909,3.45735184820624e-6
910,3.49024569460963e-6
911,3.59990425610639e-6
912,3.70957379855601e-6
913,3.81376729392183e-6
914,3.92892342946208e-6
915,4.04956264185076e-6
916,4.23601486103914e-6
917,4.51572589874275e-6
918,4.88872592512376e-6
919,5.37152007559611e-6
920,5.92027254876789e-6
921,6.55148097420795e-6
922,7.27067510669591e-6
923,8.07794967668302e-6
924,9.01183646178536e-6
925,0.0000100779814914727
926,0.0000112325537001516
927,0.0000125196327599208
928,0.0000139613272698786
929,0.0000155303306180989
930,0.0000172654796050702
931,0.0000190623495861218
932,0.0000210260463549018
933,0.0000232398286148861
934,0.0000257818574706887
935,0.0000286032797493941
936,0.0000316883661581791
937,0.0000349213213340593
938,0.0000382188744763239
939,0.000041580778530084
940,0.0000450964590201299
941,0.0000487835766524884
942,0.0000528665745124937
943,0.0000576211528580562
944,0.0000632191961247908
945,0.0000696210771028053
946,0.0000767817169302448
947,0.0000843963574323037
948,0.0000921003017015361
949,0.0000995076021423142
950,0.000106757812773777
951,0.000114026178347815
952,0.000122063904919716
953,0.000131712269645481
954,0.000143734595517185
955,0.00015797124026551
956,0.000173773511342565
957,0.000190230908367435
958,0.000207434775290316
959,0.000225187814975998
960,0.000243854922162951
961,0.000264932868151388
962,0.000288766007062761
963,0.000314068753218477
964,0.000339956882877022
965,0.000366655322068356
966,0.00039987155248056
967,0.000438945031074161
968,0.000480062356306286
969,0.000520894832315358
970,0.000561669298555614
971,0.000605504170946295
972,0.000655621307571404
973,0.000709985804647598
974,0.000766528925607271
975,0.000821000232699742
976,0.000870729942528043
977,0.000915939104912846
978,0.000958835834620797
979,0.00099963274404006
980,0.00103820043101871
981,0.0010745488556433
982,0.00110864696445829
983,0.00114048652629031
984,0.00117017590958557
985,0.0011977418381
986,0.00122325313384836
987,0.00124683881682063
988,0.0012685595033654
989,0.00128853505841424
990,0.00130688434054554
991,0.0000336943698602834
992,1.9939070281747e-6
993,1.65966273449532e-6
994,1.24875311253947e-6
995,9.80328174785331e-7
996,9.52939998845596e-7
997,8.65298756441714e-7
998,7.83138502514218e-7
999,7.11934581831124e-7
1000,6.46210224730257e-7
1001,5.64056545075819e-7
1002,5.36672532994302e-7
1003,5.91440831055433e-7
1004,7.338444539936e-7
1005,9.310308388914e-7
1006,1.17205653071743e-6
1007,1.39119224524373e-6
1008,1.53363905219871e-6
1009,1.59938379568955e-6
1010,1.60485924885451e-6
1011,1.57746038434311e-6
1012,1.58293737241657e-6
1013,1.55006343860957e-6
1014,1.55006343860957e-6
1015,1.53362918519473e-6
1016,1.54458990400732e-6
1017,1.52267679854994e-6
1018,1.54459533089129e-6
1019,1.59390894548089e-6
1020,1.69801447922766e-6
1021,1.80212456413878e-6
1022,1.95007774776327e-6
1023,2.08159799614237e-6
1024,2.20215544160716e-6
1025,2.33916156287084e-6
1026,2.48164878441523e-6
1027,2.68443897255979e-6
1028,2.91465178085174e-6
1029,3.22163884818124e-6
1030,3.5560745601166e-6
1031,3.9179689725555e-6
1032,4.30733297025806e-6
1033,4.75160419624227e-6
1034,5.22887014999841e-6
1035,5.75012086964389e-6
1036,6.31538245910451e-6
1037,6.93565851964468e-6
1038,7.5945093142151e-6
1039,8.26450025441296e-6
1040,8.96762784595216e-6
1041,9.6984139838071e-6
1042,0.0000105173563090771
1043,0.0000114135142095903
1044,0.0000124694702865962
1045,0.0000136634088500835
1046,0.0000149789859672084
1047,0.0000163888699103478
1048,0.0000178711409593468
1049,0.0000193873240876772
1050,0.0000209926571976227
1051,0.0000227756643513601
1052,0.0000247864104917027
1053,0.0000270197834930172
1054,0.0000294651916814835
1055,0.0000322008640392898
1056,0.0000351943624784672
1057,0.0000385522181912857
1058,0.0000424595611536638
1059,0.0000469636229185245
1060,0.0000520507465958906
1061,0.0000575226614726669
1062,0.000063437379718178
1063,0.0000701687251664437
1064,0.0000779707688583031
1065,0.0000868588032620132
1066,0.0000965148883463914
1067,0.000106946689014969
1068,0.000118774421095034
1069,0.000132365852867943
1070,0.000147805243788815
1071,0.000165214297164745
1072,0.000184332800365232
1073,0.000205015069065036
1074,0.000227167976549247
1075,0.000251380032919309
1076,0.000282346755043075
1077,0.000318302326959625
1078,0.000355660772681593
1079,0.000392111642533476
1080,0.000428761683818989
1081,0.000470342972042717
1082,0.000519378187699432
1083,0.000572185560758332
1084,0.000626209436422219
1085,0.000679859417171931
1086,0.000733109702599673
1087,0.000780769463188671
1088,0.000825174825247135
1089,0.000866844223182807
1090,0.000906685531164982
1091,0.00094450786525213
1092,0.000980265919638252
1093,0.00101390309229827
1094,0.00104543858686628
1095,0.00107491533504045
1096,0.00110233564738681
1097,0.00112779009864954
1098,0.00115135360100488
1099,0.00117311692356424
1100,0.00119317838793206
1101,0.0000434315398302421
1102,2.80779391480385e-6
1103,2.06787043219493e-6
1104,1.78019040588739e-6
1105,1.41036214298545e-6
1106,1.2460133031367e-6
1107,1.16384162351489e-6
1108,1.09536816947651e-6
1109,9.85812506123003e-7
1110,8.35179565163925e-7
1111,7.11940471278167e-7
1112,6.98246766888376e-7
1113,9.03643293107112e-7
1114,1.35557581640699e-6
1115,1.98566750215357e-6
1116,2.67071907732104e-6
1117,3.28742067099624e-6
1118,3.83572118024327e-6
1119,4.2607292137126e-6
1120,4.58980854501532e-6
1121,4.94635559077162e-6
1122,5.33039454644549e-6
1123,5.48127749837348e-6
1124,5.3303747570128e-6
1125,4.91889116683219e-6
1126,4.39778840214763e-6
1127,3.94534646517232e-6
1128,3.60264582174798e-6
1129,3.479282506451e-6
1130,3.49298704061292e-6
1131,3.57523140092954e-6
1132,3.65748509502437e-6
1133,3.73974428080606e-6
1134,3.84941404539261e-6
1135,3.97279150115477e-6
1136,4.16472237559359e-6
1137,4.43894168577559e-6
1138,4.7954758097595e-6
1139,5.24808040111147e-6
1140,5.75565580142166e-6
1141,6.34566569312738e-6
1142,7.0318695368273e-6
1143,7.80063777117042e-6
1144,8.69323577044711e-6
1145,9.70980608978799e-6
1146,0.0000108092568051786
