id,size,status,varieties,bimas,seed,urea,phosphate,pesticide,pseed,purea,pphosph,hiredlabor,famlabor,totlabor,wage,goutput,noutput,price,region
102113,1.428,owner,high,no,60,350,150,12600,150.0,80.0,85.0,659,103,762,148.85,4600,3900,140.0,wargabinangun
102119,1.071,owner,trad,no,50,250,50,1500,60.0,75.0,75.0,1055,55,1110,59.98,3600,3000,60.0,wargabinangun
102119,1.071,owner,mixed,no,50,250,50,1500,60.0,78.0,78.0,1240,65,1305,39.52,3240,2700,65.0,wargabinangun
102119,0.179,owner,high,no,5,50,20,0,90.0,80.0,75.0,44,54,98,46.02,360,300,60.0,wargabinangun
102119,0.09,owner,high,no,4,10,0,0,80.0,70.0,70.0,20,66,86,50.0,300,240,65.0,wargabinangun
102119,0.029,owner,high,no,2,10,15,0,175.0,80.0,90.0,1,132,132,147.64,300,300,100.0,wargabinangun
102119,0.029,owner,high,yes,5,10,15,0,350.0,85.0,85.0,1,80,80,125.45,200,200,110.0,wargabinangun
102126,1.286,owner,high,mixed,40,100,0,0,90.0,70.0,70.0,499,136,635,44.93,1800,1500,60.0,wargabinangun
102126,1.286,owner,high,mixed,40,150,0,0,90.0,75.0,75.0,331,117,448,44.38,2800,2500,60.0,wargabinangun
102126,0.533,owner,high,mixed,30,125,50,0,100.0,70.0,70.0,290,55,345,54.9,1200,1000,60.0,wargabinangun
102126,0.355,owner,trad,mixed,15,125,25,600,90.0,70.0,70.0,150,82,232,50.0,560,500,60.0,wargabinangun
102126,0.571,owner,high,yes,50,150,50,4800,375.0,80.0,80.0,60,384,444,155.0,2400,2000,120.0,wargabinangun
102126,0.571,owner,high,no,30,150,50,4000,350.0,86.0,90.0,44,178,222,142.05,2400,2000,120.0,wargabinangun
102157,0.357,owner,high,no,15,15,0,0,70.0,80.0,80.0,225,107,332,47.27,900,800,70.0,wargabinangun
102157,0.714,owner,high,no,15,25,0,0,70.0,80.0,80.0,250,127,377,56.0,1800,1550,70.0,wargabinangun
102157,1.065,owner,high,no,30,250,0,0,80.0,70.0,70.0,525,380,905,52.86,1500,1260,60.0,wargabinangun
102157,1.071,owner,high,no,40,300,0,0,60.0,66.0,66.0,250,52,302,56.0,3600,3000,75.0,wargabinangun
102157,0.535,owner,high,no,15,150,50,3000,300.0,80.0,80.0,306,112,418,150.78,2160,1860,120.0,wargabinangun
102157,0.535,owner,high,no,15,150,50,3000,300.0,85.0,85.0,216,234,450,145.93,2300,2000,120.0,wargabinangun
102194,0.357,share,high,no,15,75,0,0,80.0,80.0,80.0,260,57,317,46.95,940,820,65.0,wargabinangun
102194,0.357,share,high,no,15,75,0,0,80.0,80.0,80.0,130,55,185,49.23,920,800,65.0,wargabinangun
102194,0.357,share,high,no,20,20,0,0,80.0,75.0,75.0,235,90,325,51.7,560,470,60.0,wargabinangun
102194,0.357,owner,high,no,20,50,0,0,70.0,70.0,70.0,150,10,160,50.67,400,320,60.0,wargabinangun
102194,0.357,share,high,no,14,70,50,1600,300.0,80.0,80.0,265,119,384,135.28,2600,2200,110.0,wargabinangun
102194,0.357,share,high,yes,14,100,50,1600,300.0,82.0,84.0,185,1,185,134.86,720,600,120.0,wargabinangun
102220,3.57,owner,high,mixed,100,1250,250,0,70.0,70.0,70.0,3270,140,3410,49.32,11667,10000,60.0,wargabinangun
102220,3.57,owner,high,mixed,1250,1250,250,0,60.0,70.0,70.0,1620,140,1760,52.22,11667,10000,70.0,wargabinangun
102220,5.0,owner,high,mixed,100,1000,0,0,80.0,70.0,70.0,2650,125,2775,52.08,12000,10000,65.0,wargabinangun
102220,3.571,mixed,high,no,125,700,300,9000,60.0,65.0,70.0,1550,1,1550,44.35,5000,4500,60.0,wargabinangun
102220,0.714,owner,high,no,25,200,100,3000,150.0,84.0,84.0,548,45,593,148.83,4200,3500,110.0,wargabinangun
102220,0.714,owner,high,no,25,200,100,3000,150.0,84.0,84.0,448,47,495,142.32,4200,3500,150.0,wargabinangun
201001,0.56,owner,high,no,20,75,25,0,100.0,80.0,80.0,193,73,266,40.51,1800,1500,55.0,langan
201001,0.56,owner,high,no,20,50,0,0,100.0,80.0,80.0,70,84,154,57.14,1600,1400,55.0,langan
201001,0.357,owner,high,no,20,75,25,0,55.0,70.0,70.0,80,376,456,31.25,750,630,60.0,langan
201001,1.0,share,high,no,30,200,0,0,80.0,70.0,70.0,400,56,456,47.5,2000,1600,60.0,langan
201001,0.714,mixed,high,no,50,100,100,1200,300.0,80.0,80.0,290,120,410,133.1,3660,3050,100.0,langan
201001,0.714,mixed,high,no,50,100,100,1200,300.0,82.0,83.0,118,124,242,119.32,2400,2000,120.0,langan
201002,0.577,owner,high,mixed,40,150,25,0,100.0,80.0,80.0,350,193,543,36.08,2220,1850,60.0,langan
201002,0.577,owner,mixed,mixed,30,1,0,0,87.0,80.0,80.0,68,173,241,37.41,1752,1500,55.0,langan
201002,0.5,owner,high,mixed,25,125,25,2100,55.0,70.0,70.0,276,48,324,37.59,870,730,55.0,langan
201002,0.5,owner,trad,mixed,15,150,50,650,100.0,70.0,70.0,100,286,386,55.0,975,812,60.0,langan
201002,0.5,owner,high,no,30,100,100,2000,325.0,80.0,80.0,240,190,430,125.42,4320,3600,115.0,langan
201002,0.5,owner,high,no,30,50,50,0,300.0,85.0,85.0,88,224,312,121.08,1880,1600,100.0,langan
201003,0.5,owner,high,mixed,30,75,25,0,100.0,76.0,76.0,232,83,315,42.74,2700,2250,55.0,langan
201003,0.5,owner,high,mixed,15,50,0,0,100.0,80.0,80.0,127,440,567,40.0,1800,1500,55.0,langan
201003,0.357,owner,high,mixed,15,100,25,0,55.0,70.0,70.0,160,40,200,37.5,460,390,55.0,langan
201003,0.5,owner,high,no,25,50,0,0,80.0,65.0,65.0,240,29,269,51.25,1800,1500,60.0,langan
201003,0.714,owner,high,no,60,475,50,3000,300.0,82.0,85.0,480,40,520,143.75,3600,3000,120.0,langan
201003,0.357,owner,high,no,30,200,25,1500,300.0,85.0,85.0,172,24,196,145.49,1400,1200,150.0,langan
201009,0.21,owner,high,no,8,100,25,500,100.0,80.0,80.0,26,165,191,42.86,840,700,55.0,langan
201009,0.21,owner,high,no,8,20,0,0,100.0,80.0,80.0,30,175,205,40.0,480,400,55.0,langan
201009,0.214,owner,high,no,10,15,0,0,55.0,70.0,70.0,20,96,116,31.25,180,150,55.0,langan
201009,0.286,owner,trad,no,6,1,0,0,70.0,70.0,70.0,54,277,331,53.7,350,335,60.0,langan
201009,0.357,owner,high,no,20,75,0,1000,170.0,83.0,84.0,115,113,228,145.43,1800,1500,110.0,langan
201009,0.357,owner,high,no,15,50,0,0,140.0,83.0,83.0,120,70,190,136.25,1300,1100,140.0,langan
202039,5.322,owner,mixed,mixed,310,450,75,75,80.0,78.0,78.0,4536,238,4774,48.44,14400,12000,65.0,langan
202039,2.898,owner,high,mixed,160,300,50,500,80.0,75.0,75.0,1878,134,2012,39.15,6010,5000,60.0,langan
202039,2.923,owner,high,mixed,174,750,150,2400,80.0,70.0,70.0,2198,584,2782,40.56,4620,3880,60.0,langan
202039,2.13,owner,high,no,100,150,0,0,70.0,65.0,65.0,2211,195,2406,50.17,7920,6600,70.0,langan
202039,1.286,owner,high,yes,95,600,200,2000,150.0,80.0,80.0,370,730,1100,131.08,6840,5700,100.0,langan
202039,0.357,owner,high,no,15,20,5,0,200.0,85.0,85.0,1,182,182,130.0,1250,1050,150.0,langan
202061,1.82,owner,high,mixed,115,480,95,0,80.0,78.0,78.0,1363,120,1483,43.22,7000,5900,50.0,langan
202061,1.47,owner,high,mixed,45,190,35,0,80.0,80.0,80.0,569,92,661,38.33,2160,1800,50.0,langan
202061,2.1,owner,high,mixed,40,225,25,1500,55.0,70.0,70.0,2520,48,2568,35.42,3480,2900,65.0,langan
202061,1.429,owner,mixed,no,50,150,50,0,80.0,65.0,65.0,560,43,603,56.61,3000,2500,60.0,langan
202061,3.929,owner,high,no,138,800,700,7500,200.0,80.0,80.0,2858,592,3450,145.23,20960,17610,120.0,langan
202061,1.786,owner,high,no,63,250,0,0,120.0,83.0,83.0,840,256,1096,145.23,6000,5000,150.0,langan
202066,0.06,owner,high,no,5,40,10,0,100.0,80.0,80.0,6,84,90,44.44,350,310,55.0,langan
202066,0.06,owner,high,no,8,25,0,0,50.0,70.0,70.0,15,118,133,42.86,190,170,60.0,langan
202066,0.07,owner,high,no,2,25,0,0,80.0,70.0,70.0,1,135,135,46.73,300,300,70.0,langan
202066,0.071,owner,high,no,3,20,2,1000,75.0,70.0,70.0,16,66,82,50.0,240,200,60.0,langan
202066,2.493,mixed,high,yes,95,550,300,10500,250.0,80.0,80.0,900,728,1628,154.91,10800,9000,120.0,langan
202066,1.714,mixed,high,no,65,375,125,7200,250.0,82.0,82.0,288,476,764,143.75,5760,4800,150.0,langan
203079,1.356,owner,high,mixed,75,150,0,0,80.0,75.0,75.0,287,426,713,40.14,4800,4000,55.0,langan
203079,0.638,owner,high,mixed,25,100,0,0,80.0,80.0,80.0,98,271,369,44.9,1440,1200,50.0,langan
203079,0.572,owner,high,mixed,25,150,50,1500,55.0,75.0,70.0,224,110,334,37.95,975,825,60.0,langan
203079,0.285,owner,trad,no,25,1,0,0,60.0,75.0,75.0,1,185,185,42.5,600,500,50.0,langan
203079,1.0,owner,high,no,70,250,50,1500,300.0,80.0,82.0,104,592,696,145.0,3600,3000,100.0,langan
203079,1.0,owner,high,no,30,150,50,0,300.0,82.0,83.0,1,530,530,125.5,3800,3200,120.0,langan
203080,0.496,owner,high,mixed,20,120,10,0,100.0,80.0,80.0,62,366,428,43.75,1500,1250,55.0,langan
203080,0.286,owner,trad,mixed,10,1,0,0,80.0,70.0,70.0,1,177,177,34.5,600,600,55.0,langan
203080,0.357,owner,high,mixed,18,150,50,0,55.0,70.0,70.0,40,352,392,42.5,800,672,62.0,langan
203080,0.098,owner,high,no,6,25,0,0,60.0,70.0,70.0,16,94,110,56.25,250,208,60.0,langan
203080,0.143,owner,high,no,25,25,25,1500,130.0,85.0,85.0,80,82,162,135.63,700,600,100.0,langan
203080,0.143,owner,high,no,10,25,25,1500,100.0,82.0,85.0,71,82,153,149.3,480,400,100.0,langan
204096,3.5,owner,high,mixed,140,700,200,310,80.0,75.0,75.0,2849,1364,4213,36.3,15000,12500,60.0,langan
204096,1.0,owner,high,mixed,30,200,0,2000,80.0,70.0,70.0,161,196,357,36.19,2400,2000,55.0,langan
204096,3.59,owner,high,mixed,210,1000,100,3200,80.0,70.0,70.0,2374,1462,3836,36.78,12100,10200,70.0,langan
204096,0.84,owner,high,no,30,200,25,0,70.0,70.0,70.0,155,193,348,48.71,3500,3000,60.0,langan
204096,3.0,owner,high,no,160,900,100,4400,212.5,80.0,80.0,811,1526,2337,118.72,12000,10000,120.0,langan
204096,3.0,owner,high,no,90,600,100,2600,120.0,82.0,85.0,1270,980,2250,150.0,9000,7700,140.0,langan
204114,0.28,owner,high,mixed,12,60,10,200,80.0,80.0,80.0,287,10,297,44.64,1200,1000,55.0,langan
204114,0.28,owner,trad,mixed,8,25,0,0,80.0,80.0,80.0,120,12,132,43.33,360,300,55.0,langan
204114,0.2,owner,high,mixed,12,80,20,0,55.0,70.0,70.0,46,85,131,38.59,420,350,55.0,langan
204114,0.28,owner,high,mixed,8,75,0,0,120.0,70.0,70.0,101,29,130,44.65,420,350,60.0,langan
204114,0.2,share,high,no,16,75,25,1200,150.0,85.0,85.0,35,216,251,144.29,900,750,100.0,langan
204114,0.2,owner,high,no,16,25,0,600,150.0,82.0,82.0,35,162,197,147.14,480,400,140.0,langan
204116,1.0,owner,high,mixed,75,250,50,800,80.0,75.0,75.0,805,91,896,47.09,6000,5000,50.0,langan
204116,1.0,owner,high,mixed,70,200,50,0,80.0,75.0,75.0,490,69,559,46.94,3600,3000,60.0,langan
204116,1.0,owner,high,mixed,20,300,100,300,55.0,70.0,70.0,528,48,576,30.97,1200,1000,55.0,langan
204116,1.0,owner,high,mixed,40,300,100,1800,175.0,70.0,70.0,309,68,377,52.72,3600,3000,65.0,langan
204116,1.571,owner,high,no,50,500,100,8000,130.0,80.0,80.0,1094,130,1224,129.9,8400,7000,110.0,langan
204116,1.571,owner,high,no,40,350,150,7500,150.0,85.0,85.0,555,45,600,138.74,6600,5500,140.0,langan
204124,0.286,owner,high,no,10,50,10,0,80.0,80.0,80.0,257,35,292,49.03,1200,1000,55.0,langan
204124,0.286,owner,high,no,10,25,0,0,80.0,80.0,80.0,189,18,207,36.51,1080,900,50.0,langan
204124,0.142,owner,high,no,10,50,0,0,100.0,70.0,70.0,76,72,148,42.76,260,220,70.0,langan
204124,0.28,owner,high,no,8,10,0,0,60.0,70.0,70.0,71,114,185,43.66,350,315,60.0,langan
204124,0.143,owner,high,no,8,51,25,1800,350.0,80.0,90.0,56,68,124,136.61,640,550,100.0,langan
204124,0.143,owner,high,no,5,25,25,1800,300.0,83.0,84.0,32,70,102,154.69,360,300,150.0,langan
205132,0.772,owner,trad,mixed,30,50,10,0,80.0,78.0,80.0,419,193,612,41.57,2040,1700,55.0,langan
205132,0.352,owner,trad,mixed,10,25,0,0,80.0,80.0,80.0,42,245,287,38.1,664,564,50.0,langan
205132,0.858,owner,trad,mixed,60,100,40,0,60.0,70.0,70.0,48,468,516,37.5,1420,1180,50.0,langan
205132,0.357,owner,trad,no,12,30,0,0,70.0,70.0,70.0,1,132,132,42.5,390,342,60.0,langan
205132,0.572,owner,high,no,82,150,68,900,350.0,82.0,83.0,224,548,872,131.7,2400,2000,100.0,langan
205132,0.572,owner,high,no,20,110,40,1000,300.0,82.0,83.0,96,300,396,127.08,1800,1500,130.0,langan
205136,0.11,owner,high,no,3,40,0,0,125.0,60.0,60.0,30,76,106,47.5,420,370,55.0,langan
205136,0.11,owner,high,no,3,40,0,0,125.0,75.0,75.0,35,42,77,38.57,300,260,50.0,langan
205136,0.214,owner,high,no,5,50,10,0,55.0,75.0,75.0,80,36,116,38.75,300,250,55.0,langan
205136,0.143,owner,high,no,5,25,0,0,80.0,70.0,70.0,30,213,243,40.0,280,250,55.0,langan
205136,0.071,owner,high,no,7,50,20,2500,300.0,82.0,83.0,104,8,112,157.93,360,300,110.0,langan
205136,0.071,owner,high,no,5,25,10,0,300.0,82.0,83.0,52,11,63,113.94,300,250,120.0,langan
205151,0.429,mixed,mixed,mixed,14,90,10,900,80.0,84.0,80.0,56,171,227,41.38,950,800,55.0,langan
205151,0.286,mixed,high,mixed,9,40,0,0,80.0,80.0,80.0,27,75,102,55.56,840,700,50.0,langan
205151,0.965,mixed,high,mixed,40,225,100,200,78.75,70.0,70.0,144,344,488,43.75,1350,1140,55.0,langan
205151,0.286,owner,high,no,10,100,50,150,80.0,70.0,70.0,38,147,185,51.18,960,800,60.0,langan
205151,0.714,owner,high,no,22,125,125,1800,190.0,80.0,80.0,387,300,687,126.1,3800,3300,100.0,langan
205151,0.964,owner,high,no,28,200,200,2700,100.0,80.0,80.0,104,297,401,145.67,3240,2700,130.0,langan
205153,4.07,owner,mixed,no,250,600,0,0,80.0,75.0,75.0,2044,1080,3124,39.49,10200,8500,55.0,langan
205153,0.143,owner,high,no,3,25,0,0,80.0,80.0,80.0,25,94,119,48.0,600,500,55.0,langan
205153,3.643,owner,high,no,200,400,0,0,80.0,70.0,70.0,2080,851,2931,54.09,4900,4120,70.0,langan
205153,0.286,owner,high,no,10,75,0,0,90.0,70.0,70.0,132,58,190,52.27,840,700,60.0,langan
205153,0.286,owner,high,no,25,100,50,0,350.0,83.0,84.0,108,52,160,147.69,1440,1200,100.0,langan
205153,0.286,owner,high,no,12,70,45,0,300.0,83.0,84.0,119,32,151,126.89,960,800,140.0,langan
206158,1.143,owner,mixed,no,40,1,0,0,80.0,80.0,80.0,216,726,942,35.78,3150,2900,50.0,langan
206158,0.143,owner,high,no,2,1,0,0,100.0,70.0,70.0,14,81,95,57.14,225,205,50.0,langan
206158,0.5,owner,trad,no,20,1,0,0,70.0,70.0,70.0,1,448,448,42.35,900,755,50.0,langan
206158,0.143,owner,trad,no,10,25,0,0,80.0,70.0,70.0,16,229,245,37.5,270,230,60.0,langan
206158,0.714,share,high,no,84,150,50,3000,250.0,82.0,84.0,224,160,384,135.04,4800,4000,120.0,langan
206158,0.429,share,high,no,40,150,50,0,250.0,80.0,82.0,80,152,232,159.38,1680,1400,130.0,langan
206169,0.636,owner,mixed,mixed,15,20,0,0,80.0,80.0,80.0,118,239,357,45.83,1205,1030,55.0,langan
206169,0.143,owner,trad,mixed,3,10,0,0,80.0,80.0,80.0,8,75,83,50.0,210,190,50.0,langan
206169,0.5,owner,trad,mixed,15,100,0,0,60.0,70.0,70.0,140,246,436,50.0,800,720,60.0,langan
206169,0.143,owner,trad,no,15,100,0,0,90.0,70.0,70.0,51,298,349,55.29,550,490,65.0,langan
206169,0.214,owner,high,no,5,40,10,1500,120.0,83.0,85.0,32,88,120,121.88,980,840,120.0,langan
206169,0.214,owner,high,no,4,25,5,0,120.0,82.0,85.0,1,80,80,120.0,360,300,140.0,langan
207209,0.286,owner,high,no,8,100,12,200,80.0,80.0,80.0,84,114,198,38.72,1500,1250,55.0,langan
207209,0.286,owner,trad,no,9,10,0,0,80.0,70.0,70.0,70,86,156,35.71,480,400,55.0,langan
207209,0.286,owner,high,no,10,100,25,200,70.0,70.0,70.0,25,199,224,50.0,540,460,55.0,langan
207209,0.286,owner,mixed,no,12,50,10,0,60.0,70.0,70.0,45,261,306,53.33,960,800,60.0,langan
207209,0.786,owner,high,no,30,300,100,10900,300.0,80.0,80.0,120,348,468,138.75,4440,3700,120.0,langan
